label,length_fuselage,length_tail,diameter_fuselage,upsweep,volume_fuselage,length_cabin,height_cabin,height_fuselage_outer,height_fuselage_inner,width_fuselage_inner,width_fuselage_outer,length_cockpit,length_tank,tank_radius,limit_fuselage,volume_powersys,crash_box_area,fuselage_weight,bc,hc,bf,hf
Fuselage,10.05532359341073,4.896323593410729,2.0,0.3539254619993846,8.0,2.7,1.6,2.0091103599053786,1.8091103599053784,2.08,2.2,2.103,2.3846153846153846,0.2673827304368451,10.05532359341073,0.9911125991117661,0.9741668027913634,289.79497225918675,1.0695309217473803,0.5568207151634477,1.782551536245634,0.9280345252724127
Fuselage,11.004458463287706,5.845458463287706,2.0,0.3001402264068544,8.0,2.7,1.6,2.0091103599053786,1.8091103599053784,2.08,2.2,2.103,2.8461538461538463,0.2674171472751141,11.004458463287706,1.1987371663320294,1.0791854996738064,325.84185424752746,1.0696685891004565,0.5569526930468074,1.7827809818340943,0.9282544884113456
Fuselage,10.494756066372124,5.335756066372123,2.0,0.32689044332612766,8.0,2.7,1.6,2.009110359905378,1.8091103599053782,2.08,2.2,2.103,2.5384615384615383,0.2712483510618324,10.494756066372124,1.089907404006506,1.158438774630727,318.62008586503,1.0849934042473297,0.5690606295190476,1.8083223404122164,0.948434382531746
Fuselage,10.957441422285624,5.798441422285624,2.0,0.302428758873727,8.0,2.7,1.6,2.009110359905378,1.8091103599053782,2.08,2.2,2.103,2.8461538461538463,0.2662913758873143,10.957441422285624,1.1889999249769363,1.1690475793839263,332.79889340205744,1.065165503549257,0.5526672066261511,1.7752758392487618,0.9211120110435851
Fuselage,10.69074773679638,5.531747736796379,2.0,0.31607713933370635,8.0,2.7,1.6,2.0091103599053772,1.8091103599053773,2.08,2.2,2.103,2.6923076923076925,0.2674734208042566,10.69074773679638,1.1300691973800285,1.1938602097807873,327.3132056436654,1.0698936832170265,0.5571686177927119,1.7831561386950443,0.928614362987853
Fuselage,10.83141204556396,5.67241204556396,2.0,0.3087333116268108,8.0,2.7,1.6,2.009110359905377,1.8091103599053768,2.08,2.2,2.103,2.6923076923076925,0.2715590293306991,10.83141204556396,1.1635940317331088,1.1925741472205977,331.25921698784674,1.0862361173227963,0.5702693262515641,1.810393528871327,0.9504488770859402
Fuselage,10.793695599580886,5.634695599580885,2.0,0.3106698165030306,8.0,2.7,1.6,2.0091103599053786,1.8091103599053784,2.08,2.2,2.103,2.8461538461538463,0.2620842357166145,10.793695599580886,1.1529371451462678,1.2076279834473589,331.4772558309328,1.048336942866458,0.5371839190953422,1.7472282381107633,0.8953065318255704
Fuselage,10.758772344833558,5.599772344833557,2.0,0.3124839825564909,8.0,2.7,1.6,2.0091103599053795,1.8091103599053795,2.08,2.2,2.103,2.8461538461538463,0.2611259655106007,10.758772344833558,1.1447951894426585,1.2119301323493417,330.83603450898056,1.0445038620424028,0.5337645296724967,1.7408397700706715,0.8896075494541612
Fuselage,10.879452843457718,5.720452843457717,2.0,0.30630030689077287,8.0,2.7,1.6,2.0091103599053786,1.8091103599053786,2.08,2.2,2.103,2.6923076923076925,0.27266042109042954,10.879452843457718,1.17270881981558,1.2350553827453221,337.973153467565,1.0906416843617182,0.5745959889005672,1.8177361406028636,0.9576599815009453
Fuselage,10.83213454704889,5.673134547048888,2.0,0.3086964437684672,8.0,2.7,1.6,2.009110359905378,1.809110359905378,2.08,2.2,2.103,2.6923076923076925,0.27157585688023933,10.83213454704889,1.1637330451237573,1.2526721504632259,338.090343204529,1.0863034275209573,0.5703349391001131,1.8105057125349289,0.950558231833522
Fuselage,11.13836626755848,5.97936626755848,2.0,0.2938027341344817,8.0,2.7,1.6,2.0091103599053795,1.8091103599053793,2.08,2.2,2.103,2.8461538461538463,0.27117828744916145,11.13836626755848,1.231535478086971,1.2585910055327783,347.608596460626,1.0847131497966458,0.5687887442622099,1.8078552496610762,0.9479812404370165
Fuselage,10.7762712726152,5.617271272615198,2.0,0.3115724071562728,8.0,2.7,1.6,2.009110359905378,1.8091103599053782,2.08,2.2,2.103,2.8461538461538463,0.26160891946745185,10.7762712726152,1.1488952637619794,1.227954601927608,332.7153740595177,1.0464356778698074,0.5354831911891879,1.7440594631163457,0.892471985315313
Fuselage,10.929296358651833,5.770296358651832,2.0,0.3038149627324865,8.0,2.7,1.6,2.0091103599053777,1.8091103599053775,2.08,2.2,2.103,2.8461538461538463,0.2656004690255917,10.929296358651833,1.183042242058595,1.1985250117713877,334.6041260821039,1.0624018761023668,0.5500684385405625,1.7706697935039446,0.9167807309009376
Fuselage,10.726951233287727,5.567951233287727,2.0,0.3141549338995725,8.0,2.7,1.6,2.0091103599053772,1.8091103599053773,2.08,2.2,2.103,2.6923076923076925,0.2683628401583793,10.726951233287727,1.137328934671331,1.1938106714710928,328.353729315305,1.0734513606335172,0.5606036730652302,1.789085601055862,0.934339455108717
Fuselage,10.940477658668339,5.781477658668338,2.0,0.30326278829415343,8.0,2.7,1.6,2.0091103599053786,1.8091103599053786,2.08,2.2,2.103,2.8461538461538463,0.26587649566681304,10.940477658668339,1.1854207517768751,1.19200519242562,334.352561173129,1.0635059826672522,0.5511038906396183,1.772509971112087,0.9185064843993639
