label,cd0_cruise,cL_max,cL_max_flaps60,cL_alpha,e,v_stall_flaps20,cL_descent_trans_flaps20,alpha_descent_trans_flaps20,cdi_climb_clean,alpha_climb_clean,cl_climb_clean,ld_climb,cL_alpha0_approach,alpha_approach,cd_cruise,cd_upsweep,cd_base,cL_cruise,cm_ac,cm_alpha,alpha_zero_L,ld_cruise,ld_max,cl_ld_max,downwash_angle,downwash_angle_wing,downwash_angle_prop,downwash_angle_stall,downwash_angle_wing_stall,downwash_angle_prop_stall,ld_stall,cd_stall,cd0_stall,mach_stall,deps_da,mach_cruise,cL_plus_slipstream,cL_plus_slipstream_stall,delta_alpha_zero_L_flaps60,cd_tot_cruise
Aero,0.037657822401755255,1.7,2.1,4.8715783863164575,0.8105923299393963,42,1.83,0.2219,0.013,0.0873,0.592,220.449,0.798,0.2,0.05514318042984127,0.01957801675420401,0.0,0.5968407115940274,-0.054,,,10.823472765655739,12.388876925427168,0.9352759087123593,0.09530224102729465,0.05271264331632115,0.0786014329433922,0.22197201625968602,0.1517455318010746,0.4004370786386418,6.1832592430140965,0.3396267110056237,0.12315744738462026,,0.38766789042095157,,,,,
Aero,0.02841760028273689,1.7,2.1,4.871578386316458,0.8105923299393963,42.0,1.83,0.2219,0.013,0.0873,0.592,220.449,0.798,0.2,0.0459029583108229,0.009862063491985268,0.0,0.5968407115940274,-0.054,,,13.002227602688203,14.244737146591989,0.8502508261021446,0.09530224102729465,0.05271264331632115,0.0786014329433922,0.22197201625968602,0.1517455318010746,0.4004370786386418,6.354630943558452,0.33046765715461784,0.11399839353361438,,0.3876678904209516,,,,,
Aero,0.03173409962878408,1.7,2.1,4.871578386316458,0.8105923299393963,42.0,1.83,0.2219,0.013,0.0873,0.592,220.449,0.798,0.2,0.049219457656870094,0.012845476129884032,0.0,0.5968407115940274,-0.054,,,12.126113126943808,13.494916336144001,0.8502508261021448,0.09530224102729465,0.05271264331632115,0.0786014329433922,0.22197201625968602,0.1517455318010746,0.4004370786386418,6.290845622515984,0.3338183967642999,0.11734913314329644,,0.3876678904209516,,,,,
Aero,0.029212753293469323,1.7,2.1,4.871578386316458,0.8105923299393963,42.0,1.83,0.2219,0.013,0.0873,0.592,220.449,0.798,0.2,0.04669811132155534,0.01060340270552371,0.0,0.5968407115940274,-0.054,,,12.78083191596942,14.057468443798234,0.8502508261021449,0.09530224102729465,0.05271264331632115,0.0786014329433922,0.22197201625968602,0.1517455318010746,0.4004370786386418,6.339064244626568,0.331279179222723,0.11480991560171949,,0.3876678904209516,,,,,
Aero,0.030352949588602116,1.7,2.1,4.931979550057645,0.799480152200161,42.0,1.83,0.2219,0.013,0.0873,0.592,220.449,0.798,0.2,0.047237131932776705,0.011555007026173358,0.0,0.5968407115940274,-0.054,,,12.63499046562338,14.208817172018692,0.8607928178953438,0.09530224102729465,0.05271264331632115,0.0786014329433922,0.22197201625968602,0.1517455318010746,0.4004370786386418,6.462136533460488,0.32496992119035983,0.11594323080086391,,0.3737852021999124,,,,,
Aero,0.030023542548696294,1.7,2.1,4.931979550057645,0.799480152200161,42.0,1.83,0.2219,0.013,0.0873,0.592,220.449,0.798,0.2,0.046907724892870886,0.01127344631184771,0.0,0.5968407115940274,-0.054,,,12.723719024043655,14.286498738547262,0.8607928178953441,0.09530224102729465,0.05271264331632115,0.0786014329433922,0.22197201625968602,0.1517455318010746,0.4004370786386418,6.468685455538428,0.3246409203900925,0.11561423000059659,,0.3737852021999124,,,,,
Aero,0.030074295123271203,1.7,2.1,5.063065229038733,0.7724135817234524,42.0,1.83,0.2219,0.013,0.0873,0.592,220.449,0.798,0.2,0.0456909945341397,0.01116429890214974,0.0,0.5968407115940274,-0.054,,,13.062545862250294,15.253705890006904,0.8836715848996669,0.09530224102729465,0.05271264331632115,0.0786014329433922,0.22197201625968602,0.1517455318010746,0.4004370786386418,6.796975001043895,0.30896097156124264,0.11562575839424617,,0.34289866314817596,,,,,
Aero,0.030687736740576788,1.7,2.1,5.063065229038731,0.7724135817234524,42.0,1.83,0.2219,0.013,0.0873,0.592,220.449,0.798,0.2,0.046304436151445284,0.011741370324472939,0.0,0.5968407115940274,-0.054,,,12.889493128519575,15.095412650391077,0.9720387433896335,0.09530224102729465,0.05271264331632115,0.0786014329433922,0.22197201625968602,0.1517455318010746,0.4004370786386418,6.78322410103026,0.30958729487959047,0.11625208171259402,,0.34289866314817585,,,,,
Aero,0.029476139029218664,1.7,2.1,5.06306522903873,0.7724135817234524,42.0,1.83,0.2219,0.013,0.0873,0.592,220.449,0.798,0.2,0.04509283844008716,0.010678020586563471,0.0,0.5968407115940274,-0.054,,,13.235820414965072,15.412846812776877,0.8836715848996669,0.09530224102729465,0.05271264331632115,0.0786014329433922,0.22197201625968602,0.1517455318010746,0.4004370786386418,6.810013182271623,0.308369447135123,0.11503423396812651,,0.3428986631481758,,,,,
Aero,0.029525572164863158,1.7,2.1,4.7705950900427565,0.8276006759542479,42.0,1.83,0.2219,0.013,0.0873,0.592,220.449,0.798,0.2,0.04804017711491325,0.011065858998799442,0.0,0.5968407115940274,-0.054,,,12.423782497020571,13.331329885240025,0.7493633244064929,0.09530224102729465,0.05271264331632115,0.0786014329433922,0.22197201625968602,0.1517455318010746,0.4004370786386418,6.0978394965995095,0.3443842694073984,0.11517289762230282,,0.41041285949742173,,,,,
