label,MTOM,Stots,prop_eff,glide_slope,mission_energy,mission_time,climb_energy,cruise_energy,descend_energy,hover_energy,hor_loiter_energy,cruisePower,hoverPower,max_thrust,TW_max,v_stall,v_approach,OEM,wing_loading_cruise,turn_loadfactor,v_max,max_thrust_per_engine,n_max,n_ult,oem_cg,cg_front,cg_rear,cg_front_bar,cg_rear_bar,wing_loc,oem_mass,powersystem_mass,misc_mass,lg_mass
Aircraft,2722.614789728538,12.0,0.9,0.17453292519943295,1145347498.1140723,5897.141386987781,138307592.73185468,811798883.081375,0,23382926.004065473,171858096.296777,201954.59501476242,779430.8668021824,32233.040056751517,1.2352253181974544,45.0,,2212.614789728538,2003.1046875,0.9,90.0,,2.5,3.75,5.648973804510644,5.574579474303684,6.467311436787202,-0.39175065029138045,0.24096764214126717,0.5610169491525423,,590.1116647045503,282.92339317842305,112.37389586433805
Aircraft,2704.2846631149123,12.0,0.9,0.15707963267948966,1120611974.5319214,5883.998575805981,136671588.9705922,792101071.1479665,0,23172833.16764995,168666481.24571273,198204.05117091787,772427.7722549983,32039.676393229638,1.2352253181974544,45.0,,2194.2846631149123,2003.1046875,0.9,90.0,,2.5,3.75,5.622251263482901,5.547123647320575,6.448655041268482,-0.40990079093431475,0.2309792324133136,0.5550847457627119,,581.3010938673182,281.5349729465888,111.71664363979157
Aircraft,2703.3124117236034,12.0,0.9,0.17453292519943295,1134247746.3065515,5897.141386987781,136756692.5360283,804284537.645365,0,22939209.281856608,170267306.84330153,200085.21995037433,764640.3093952202,31823.967829843023,1.2352253181974544,45.0,,2193.3124117236034,2003.1046875,0.9,90.0,,2.5,3.75,5.614689070983869,5.5393232402378825,6.443713209189724,-0.4101715206736098,0.23491581162869554,0.5610169491525423,,583.2460625738548,279.98521579778196,110.98344004529335
Aircraft,2716.2987181236017,12.0,0.9,0.17453292519943295,1108360628.1460848,5902.3873326288785,134571675.63364398,784852793.3985744,0,22926839.648357168,166009319.4655092,195081.5562592844,764227.9882785722,31812.526394915127,1.2352253181974544,45.0,,2206.2987181236017,2003.1046875,0.9,90.0,,2.5,3.75,5.5992078049041885,5.5235117064279855,6.431864888142422,-0.4247168019189072,0.24484903681527434,0.5550847457627119,,575.8885555216862,279.9029884003493,110.944550067614
Aircraft,2713.654059849181,12.0,0.9,0.17453292519943295,1146643538.4227984,5897.141386987781,137812513.61984032,813516966.200848,0,23092243.53169842,172221815.0704116,202382.00972033315,769741.451056614,31965.348988904178,1.2352253181974544,45.0,,2203.654059849181,2003.1046875,0.9,90.0,,2.5,3.75,5.593882307479823,5.519170737219114,6.4157095803476185,-0.3990333238551938,0.23903814475736204,0.5610169491525423,,587.9860541796879,281.0010748042982,111.46400128213295
Aircraft,2708.292698678874,12.0,0.9,0.17453292519943295,1113287458.7371707,5899.850494316746,135414693.35322317,788057213.3206866,0,23058526.938776944,166757025.12448403,195960.20321745708,768617.5646258981,31934.22670322396,1.2352253181974544,45.0,,2198.292698678874,2003.1046875,0.9,90.0,,2.5,3.75,5.64565009671972,5.570243484006877,6.4751228365609945,-0.45427271418209847,0.20084188029639252,0.5610169491525423,,578.3114624104746,280.77748830757685,111.35821516325348
Aircraft,2728.2833143507555,12.0,0.9,0.17453292519943295,1119535083.656219,5903.596033303056,135238805.26405334,793500955.6390002,0,22990225.67045215,167805097.08271337,197191.81786018543,766340.8556817384,31871.13431219901,1.2352253181974544,45.0,,2218.2833143507555,2003.1046875,0.9,90.0,,2.5,3.75,5.592456000753674,5.517173728213325,6.420560998697517,-0.4400567498166463,0.2304787993682392,0.5610169491525423,,579.640369204835,280.3241640344203,111.14376114641378
Aircraft,2739.613810669674,12.0,0.9,0.17453292519943295,1124570376.1083875,5903.596033303056,136043485.55542803,796782575.0465057,0,23245240.09976784,168499075.40668586,198007.32853083126,774841.3366589281,32106.383477613403,1.2352253181974544,45.0,,2229.613810669674,2003.1046875,0.9,90.0,,2.5,3.75,5.568472603086261,5.4938367242951065,6.389467269788958,-0.4148441850559444,0.24749401495541445,0.5550847457627119,,583.0333671150867,282.01403874154505,111.94338417007364
Aircraft,2737.4343402458658,12.0,0.9,0.17453292519943295,1131507690.9440227,5901.768399506223,136954761.40984514,801594863.0770998,0,23390195.740845118,169567870.71623248,199263.29568364102,779673.1913615039,32239.720531684507,1.2352253181974544,45.0,,2227.4343402458658,2003.1046875,0.9,90.0,,2.5,3.75,5.589256604862175,5.514973328729647,6.406372642319985,-0.40169938892082563,0.24841461096042375,0.5550847457627119,,586.2672808480739,282.9713479472043,112.3966031141427
Aircraft,2738.100733405965,12.0,0.9,0.17453292519943295,1123027133.386006,5902.69311159655,136280623.93485346,795195692.7777941,0,23362289.56325749,168188527.110101,197642.3957355731,778742.9854419163,32214.07256732654,1.2352253181974544,45.0,,2228.100733405965,2003.1046875,0.9,90.0,,2.5,3.75,5.602059268716915,5.527547385514933,6.421689983938714,-0.41250960723165325,0.24375482865035217,0.5550847457627119,,583.635560684165,282.7872330777801,112.30942447198042
Aircraft,2738.8816885248248,12.0,0.9,0.17453292519943295,1130471187.9215977,5902.233526572322,136801175.46690667,800892837.3897293,0,23370820.955511056,169406354.10945064,199073.49362244247,779027.3651837019,32221.914668706726,1.2352253181974544,45.0,,2228.8816885248248,2003.1046875,0.9,90.0,,2.5,3.75,5.589338656533378,5.514978810879394,6.407296958727193,-0.4002952123353274,0.25261245791121084,0.5550847457627119,,585.8091353790767,282.84352929486033,112.33608014494072
Aircraft,2738.284687057774,12.0,0.9,0.17453292519943295,1125032570.9208322,5902.464005853874,136464499.86100516,796678690.9808693,0,23380820.33029134,168508559.74866635,198018.4738099011,779360.6776763779,32231.104932926362,1.2352253181974544,45.0,,2228.284687057774,2003.1046875,0.9,90.0,,2.5,3.75,5.600170383478825,5.525734072472424,6.418969804549237,-0.41030029079696273,0.2441561601693722,0.5550847457627119,,584.3135738681124,282.90950202061873,112.36731828706377
Aircraft,2738.7278369452465,12.0,0.9,0.17453292519943295,1128827480.4651709,5902.34893864842,136692927.58367485,799626172.06888,0,23373176.175690487,169135204.6369256,198754.85933582907,779105.8725230162,32224.079431602142,1.2352253181974544,45.0,,2228.7278369452465,2003.1046875,0.9,90.0,,2.5,3.75,5.592619884438088,5.518237402290758,6.41082718805872,-0.4029102111656701,0.25065944633743215,0.5550847457627119,,585.4453199341939,282.8590692952746,112.3434382762603
Aircraft,2738.6167460493407,12.0,0.9,0.17453292519943295,1126261659.5271509,5902.406515266781,136541764.47445273,797629727.0601078,0,23378850.296880577,168711317.6957099,198256.73956498364,779295.0098960192,32229.29441061492,1.2352253181974544,45.0,,2228.6167460493407,2003.1046875,0.9,90.0,,2.5,3.75,5.596595892985444,5.522178283639378,6.415189595792166,-0.408891210130387,0.2451767363833108,0.5550847457627119,,584.8373001349557,282.89650523854596,112.36116423621928
Aircraft,2738.627326066118,12.0,0.9,0.17453292519943295,1128041018.1172907,5902.377737723138,136650237.89204308,799009407.7177712,0,23377427.838402476,169003944.66907382,198600.61258097505,779247.5946134159,32227.987095173718,1.2352253181974544,45.0,,2228.627326066118,2003.1046875,0.9,90.0,,2.5,3.75,5.5943416617036466,5.519950836691992,6.412640736831852,-0.40453609740309227,0.2491884790328712,0.5550847457627119,,585.305508442353,282.88712067159673,112.35672060929237
Aircraft,2738.0535205424762,12.0,0.9,0.17453292519943295,1126797589.6998384,5902.392129184889,136573407.1492333,798046703.6285208,0,23377563.308517803,168799915.61356646,198360.85311567129,779252.1102839267,32228.11160059955,1.2352253181974544,45.0,,2228.0535205424762,2003.1046875,0.9,90.0,,2.5,3.75,5.59571865049721,5.521306649718142,6.41425065906696,-0.407674326965378,0.24629570243131196,0.5550847457627119,,585.0122396267213,282.8880144355628,112.35714380911494
Aircraft,2738.092674080275,12.0,0.9,0.17453292519943295,1127427734.6584935,5902.384934126678,136598111.59613967,798552340.031047,0,23370216.486174274,168907066.5451325,198486.76876035816,779007.2162058091,32221.359068673446,1.2352253181974544,45.0,,2228.092674080275,2003.1046875,0.9,90.0,,2.5,3.75,5.59343222087279,5.51901184246319,6.4120563833783955,-0.40654446589844045,0.24753739896686966,0.5550847457627119,,585.0810579870291,282.8395408407135,112.33419163418758
Aircraft,2737.959347347236,12.0,0.9,0.17453292519943295,1127006543.6658912,5902.388531823926,136573121.30592328,798224980.3057348,0,23370717.771075495,168837724.28315762,198405.28299543756,779023.9257025165,32221.819826723193,1.2352253181974544,45.0,,2227.959347347236,2003.1046875,0.9,90.0,,2.5,3.75,5.594523516277254,5.520100415453696,6.413177625336397,-0.40719976832400845,0.24691650813662222,0.5550847457627119,,584.9867113673536,282.84284845858167,112.33575777255949
Aircraft,2737.9860049144845,12.0,0.9,0.17453292519943295,1127242703.1992083,5902.386733017341,136584322.2507722,798412031.3569584,0,23369010.7962457,168877338.79523176,198451.8349642714,778967.0265415234,32220.25084039532,1.2352253181974544,45.0,,2227.9860049144845,2003.1046875,0.9,90.0,,2.5,3.75,5.593878145727968,5.519454413407681,6.412539201251114,-0.40671687033919474,0.2474133019986621,0.5550847457627119,,585.0239760656563,282.8315852473415,112.33042471393051
Aircraft,2737.941594351902,12.0,0.9,0.17453292519943295,1127091130.8878121,5902.387632431143,136575688.33304447,798293787.3062897,0,23369352.088288855,168852303.16018927,198422.41498555124,778978.4029429618,32220.56454611355,1.2352253181974544,45.0,,2227.941594351902,2003.1046875,0.9,90.0,,2.5,3.75,5.594227088271523,5.519802391537043,6.412898752350799,-0.4070031324491815,0.2471361223564991,0.5550847457627119,,584.9917881441881,282.8338372363506,112.33149101448255
Aircraft,2737.9540860783254,12.0,0.9,0.17453292519943295,1127176940.3007553,5902.3871827268695,136579836.03046498,798361650.8164632,0,23368783.5087583,168866669.94506872,198439.29774106012,778959.4502919433,32220.041923501292,1.2352253181974544,45.0,,2227.9540860783254,2003.1046875,0.9,90.0,,2.5,3.75,5.5939968532044135,5.519572005729061,6.412670175433295,-0.4068282765135822,0.24731571317928258,0.5550847457627119,,585.0058948082215,282.83008550135264,112.3297145955409
Aircraft,2737.9392611279773,12.0,0.9,0.17453292519943295,1127123324.8472617,5902.387407579664,136576869.1546258,798319718.0490668,0,23368943.4373616,168857794.20620745,198428.86764619802,778964.7812453867,32220.188925888007,1.2352253181974544,45.0,,2227.9392611279773,2003.1046875,0.9,90.0,,2.5,3.75,5.594123816650336,5.519698707871391,6.412800013218741,-0.406931347941421,0.24721439379053725,0.5550847457627119,,584.9949388884636,282.8311407834537,112.33021426359602
Aircraft,2737.9443893827292,12.0,0.9,0.17453292519943295,1127153889.8171532,5902.38729515343,136578365.9958683,798343865.3022476,0,23368753.637087584,168862904.88194972,198434.87332455712,778958.4545695861,32220.01446616881,1.2352253181974544,45.0,,2227.9443893827292,2003.1046875,0.9,90.0,,2.5,3.75,5.594042855581884,5.519617712693751,6.412719427351347,-0.4068692269128645,0.24727811178988812,0.5550847457627119,,585.0001031595991,282.8298883940864,112.32962126677104
Aircraft,2737.9394290178298,12.0,0.9,0.17453292519943295,1127135142.5904725,5902.387351366588,136577350.15933886,798329176.7039183,0,23368819.292841733,168859796.43437362,198431.2205128196,778960.6430947244,32220.074815368167,1.2352253181974544,45.0,,2227.9394290178298,2003.1046875,0.9,90.0,,2.5,3.75,5.594088124746258,5.5196629102547945,6.412765484152355,-0.40690571294038297,0.24724187939053585,0.5550847457627119,,584.9963790462277,282.8303216213551,112.32982639654983
Aircraft,2737.941397501243,12.0,0.9,0.17453292519943295,1127145886.716959,5902.387322804918,136577881.35851178,798337658.3363204,0,23368755.78653812,168861591.23558855,198433.32962702666,778958.5262179374,32220.01644189324,1.2352253181974544,45.0,,2227.941397501243,2003.1046875,0.9,90.0,,2.5,3.75,5.594059933023984,5.519634711532013,6.412737369435666,-0.4068839213132485,0.2472642047421796,0.5550847457627119,,584.9982295962777,282.82990257717046,112.32962798235167
