aspect_ratio,quarterchord_sweep,taper,washout,label,surface,span,chord_root,chord_tip,chord_mac,y_mac,sweep_LE,x_lemac,x_lewing,thickness_to_chord,wing_weight
8.0,0.0,0.45,0.0,Wing,12.158211311551378,9.862336969116956,1.7004029257098199,0.765181316569419,1.291915326315162,2.153843705899105,0.04741379310344827,0.10212189984866446,5.969174354039086,0.12,222.06360873750296
8.0,0.0,0.45,0.0,Wing,13.080555342069339,10.22958663566396,1.7637218337351657,0.7936748251808246,1.3400231403436142,2.234047656064543,0.04741379310344828,0.10592467334788783,5.846303618744306,0.12,234.70214579725297
8.0,0.0,0.45,0.0,Wing,13.163326197828173,10.261900875696734,1.7692932544304714,0.7961819644937121,1.34425613928568,2.2411047889452638,0.04741379310344828,0.10625927878619786,6.128293146561301,0.12,235.8255370826494
8.0,0.0,0.45,0.0,Wing,13.38214016236391,10.346841126590824,1.78393812527428,0.802772156373426,1.355382874489999,2.2596549586807546,0.04741379310344828,0.10713881269607027,6.02868657036402,0.12,238.78712119427271
8.4,0.0,0.45,0.0,Wing,13.37753053831824,10.60053095471511,1.740645476964714,0.7832904646341213,1.3224904141076734,2.31505848436307,0.045155993431855494,0.10453876571426013,5.9994545542351245,0.12,259.5217224466718
8.4,0.0,0.45,0.0,Wing,13.50884856947484,10.652432960764816,1.7491679738530073,0.7871255882338533,1.3289655525480892,2.3263934052245,0.045155993431855494,0.10505060532622947,5.9601053959559325,0.12,261.87013088619057
9.4,0.0,0.45,0.0,Wing,13.571833105237543,11.294920592427063,1.6573617890575292,0.7458128050758881,1.259213956973594,2.4667067960472897,0.04035216434336023,0.0995369580209838,5.994494870455894,0.12,318.5986908549783
9.4,0.0,0.45,0.0,Wing,13.828797843884063,11.401346399987599,1.6729781951559206,0.7528401878201643,1.271078835629958,2.489949213790395,0.04035216434336024,0.10047483988149064,5.928217475729212,0.12,325.19631170822845
9.4,0.0,0.45,0.0,Wing,14.039996372749764,11.48807929568071,1.6857049590140438,0.7585672315563198,1.2807482504692906,2.5088908806659016,0.04035216434336024,0.10123917713618827,5.905704995483247,0.12,328.94903372085867
7.4,0.0,0.45,0.0,Wing,14.09663916205232,10.213477850330277,1.9037237372470226,0.8566756817611602,1.4463924026669905,2.2305296454744283,0.05125815470643057,0.11433283364500797,5.945853294485065,0.12,219.0695996287004
7.4,0.0,0.45,0.0,Wing,13.736511217780535,10.08217154245929,1.8792491225460004,0.8456621051457002,1.427797321842421,2.20185355524973,0.05125815470643058,0.11286295017589486,6.0823456369308655,0.12,213.1268447367577
7.4,0.0,0.45,0.0,Wing,13.414197813108238,9.963185425204179,1.8570709087053454,0.8356819089174055,1.4109469777634867,2.1758680813664295,0.05125815470643057,0.11153098273546469,6.084158919378781,0.12,209.33033534807058
7.4,0.0,0.45,0.0,Wing,13.333727015821264,9.933256259509132,1.8514923130492322,0.8331715408721545,1.4067085275006235,2.169331826789351,0.05125815470643056,0.11119594638715218,6.081591177021424,0.12,208.37903235278802
7.4,0.0,0.45,0.0,Wing,13.24395709855144,9.899761741036027,1.8452491595593712,0.8303621218017171,1.401965166056028,2.1620169319503963,0.05125815470643057,0.11082099837583578,6.0717597363010345,0.12,207.3161498313276
7.9,0.0,0.45,0.0,Wing,13.2391955969643,10.226907901023553,1.785579729554527,0.8035108782995372,1.3566301163626924,2.233462645051121,0.04801396769969447,0.10723740329795868,6.061125091922194,0.12,231.80766515830103
7.4,0.0,0.45,0.0,Wing,13.302794702182801,9.921727712256205,1.849343469199665,0.8322045611398493,1.4050759001620443,2.1668140980789414,0.05125815470643056,0.11106689225940518,6.036630071639654,0.12,208.01298838537025
7.65,0.0,0.45,0.0,Wing,13.289842759214485,10.083020237408572,1.8179887739298755,0.818094948268444,1.3812535397329284,2.2020389024225615,0.04958305161144918,0.10918380854923677,6.088525469925748,0.12,220.0259374617968
8.025,0.0,0.45,0.0,Wing,13.263586042124796,10.316989773575017,1.7732499342270953,0.7979624704021929,1.3472623063495515,2.2531356976773025,0.0472660865828768,0.10649690696938591,6.003548692926602,0.12,238.45434403282596
8.025,0.0,0.45,0.0,Wing,13.36148803444948,10.354995966993762,1.7797823125136985,0.8009020406311643,1.352225412151212,2.261435900837718,0.04726608658287679,0.10688922509062154,6.016086433368063,0.12,239.78554374823122
7.8375,0.0,0.45,0.0,Wing,13.416977979424505,10.254538747000742,1.8046815151736444,0.8121066818281399,1.3711430822181365,2.239496967735794,0.048396854204476716,0.10838460823887693,6.025717806904146,0.12,230.99765314245224
7.93125,0.0,0.45,0.0,Wing,13.406304246298632,10.311583319425589,1.7932701079949935,0.8069715485977471,1.362473036074357,2.251954977805588,0.047824787369908424,0.1076992679801591,6.050455409193543,0.12,235.60626569235967
7.884375,0.0,0.45,0.0,Wing,13.409567838531913,10.282317901471684,1.798811884303546,0.8094653479365957,1.3666835120972918,2.245563679631747,0.048109120231798495,0.10803209305156355,6.02231429906773,0.12,233.27035055641764
7.9078125,0.0,0.45,0.0,Wing,13.413392486221984,10.299057858365117,1.7964003377698765,0.8083801519964444,1.3648512911102164,2.249219532286635,0.047966532442136965,0.107887261664915,6.046384747174153,0.12,234.50938142955286
7.89609375,0.0,0.45,0.0,Wing,13.41046873269661,10.290302150316876,1.7975369412671454,0.8088916235702154,1.3657148484799804,2.2473073661611567,0.04803772052827846,0.10795552319679119,6.028899414900001,0.12,233.8761355908819
7.901953125,0.0,0.45,0.0,Wing,13.412639013872244,10.294952392807105,1.7970157643660214,0.8086570939647096,1.365318873845908,2.248322936360172,0.048002100091879,0.10792422263002828,6.041004690907802,0.12,234.2020196456031
7.8990234375,0.0,0.45,0.0,Wing,13.412094957590195,10.292835003825745,1.7973125299237773,0.8087906384656998,1.3655443474478353,2.247860518076887,0.04801990370440475,0.10794204561898549,6.032818717607562,0.12,234.04619676158455
7.90048828125,0.0,0.45,0.0,Wing,13.412146772138495,10.293809226893861,1.7971493721512013,0.8087172174680406,1.3654203850482116,2.24807327943659,0.04801100024764197,0.10793224677574742,6.038478614480513,0.12,234.12119224257856
7.899755859375,0.0,0.45,0.0,Wing,13.409336618369675,10.292253665806028,1.7970443904274087,0.8086699756923339,1.3653406230718586,2.2477335591990175,0.0480154515632836,0.10792594183888748,6.034573387007572,0.12,234.0469067427475
7.9001220703125,0.0,0.45,0.0,Wing,13.409528368809982,10.29256581319339,1.797015587177482,0.8086570142298669,1.3653187392233512,2.2478017293180965,0.04801322580229221,0.10792421198853268,6.0365705338114015,0.12,234.06801559341642
7.89993896484375,0.0,0.45,0.0,Wing,13.40887541479351,10.292195944698229,1.7969926604104562,0.8086466971847053,1.3653013201509328,2.247720953439843,0.04801433865699346,0.10792283506488085,6.035245444102908,0.12,234.0501002122123
7.900030517578125,0.0,0.45,0.0,Wing,13.409005967498189,10.292305686949978,1.7969909957373167,0.8086459480817926,1.36530005538203,2.247744920138501,0.04801378222319446,0.10792273508882161,6.035991728437343,0.12,234.05646895726835
7.899984741210938,0.0,0.45,0.0,Wing,13.408788471317559,10.292192396255224,1.7969816282119326,0.8086417326953697,1.3652929382161922,2.24772017849252,0.04801406043848184,0.10792217249893504,6.035515216277639,0.12,234.05127322039158
7.900007629394532,0.0,0.45,0.0,Wing,13.40884964826801,10.292230784563737,1.7969831243808205,0.8086424059713693,1.3652940749606004,2.2477285621461034,0.04801392133043511,0.10792226235505503,6.035785879667867,0.12,234.05324249926895
7.899996185302735,0.0,0.45,0.0,Wing,13.408777044592412,10.292195465587259,1.7969795609626709,0.8086408024332019,1.365291367581983,2.247720848806413,0.04801399088435772,0.1079220483451719,6.035617392761615,0.12,234.05170269017628
7.900001907348633,0.0,0.45,0.0,Wing,13.4088021596947,10.292208831774092,1.7969805930789078,0.8086412668855085,1.3652921517530552,2.2477237678587096,0.04801395610737122,0.10792211033146314,6.035713682291179,0.12,234.05232477796025
7.899999,0.0,0.45,0.0,Wing,13.408777866815766,10.292197614652892,1.7969792959341566,0.8086406831703705,1.3652911662212384,2.2477213181425855,0.048013973777412663,0.10792203242822952,6.035654782403807,0.12,234.05185631921344
