label,surface,quarterchord_sweep,length_wing2vtail,shs,virtual_hor_surface,virtual_ver_surface,rudder_max,elevator_min,dihedral,taper,c_control_surface_to_c_vee_ratio,cL_cruise,max_clh,ruddervator_efficiency,span,vtail_weight,thickness_to_chord,aspect_ratio,chord_root,chord_tip,chord_mac
Vtail,4.902621792387499,0.0,5.1132063785828725,0.36692184132090916,3.9303004655017366,,0.05410520681182379,-0.29496064358704205,0.517599897741308,1.0,0.18003128725044157,0.1562679914340632,-0.62,0.3900417163339221,4.951071496346775,74.35260978798763,0.12,5.0,0.990214299269355,0.990214299269355,0.990214299269355
Vtail,4.830644518395651,0.0,5.12563111225011,0.36003968448063683,3.9844910581487563,,0.05235987755982946,-0.2967059728390364,0.5198633844891942,1.0,0.1895310931785507,0.15744449967635826,-0.64,0.4027081242380676,4.9145928205679725,74.07955706537832,0.12,5.0,0.9829185641135944,0.9829185641135944,0.9829185641135944
Vtail,4.927859552116496,0.0,5.143055601301454,0.3675777799446135,3.939974435149508,,0.05410520681182379,-0.29496064358704205,0.5151874927881915,1.0,0.17862474885499072,0.15481135270898083,-0.62,0.3881663318066543,4.963798722811238,74.5892648397489,0.12,5.0,0.9927597445622477,0.9927597445622477,0.9927597445622477
Vtail,4.8587790504063655,0.0,5.121803592729438,0.36233673664298394,4.009799438372095,,0.05235987755982946,-0.2967059728390364,0.5189260168128795,1.0,0.18947188024211906,0.15691715823909153,-0.64,0.40262917365615875,4.9288837734351,74.21831190896923,0.12,5.0,0.9857767546870199,0.9857767546870199,0.9857767546870199
Vtail,4.918568070639087,0.0,5.140429104713593,0.3666908334853662,3.944022875401869,,0.05410520681182379,-0.29496064358704205,0.5156530781504891,1.0,0.17873011835141256,0.1549982172717786,-0.62,0.3883068244685501,4.959116892471424,74.5542479730841,0.12,5.0,0.9918233784942849,0.9918233784942849,0.9918233784942848
Vtail,4.826086183841317,0.0,5.1267808359657,0.35987453384643,3.9820135985929768,,0.05235987755982946,-0.2967059728390364,0.5202315389884259,1.0,0.19033298228488177,0.15779327342737065,-0.64,0.4037773097131757,4.9122734980054386,74.04011887140905,0.12,5.0,0.9824546996010877,0.9824546996010877,0.9824546996010877
Vtail,4.911344528256538,0.0,5.136280751830733,0.3661728704676908,3.942838648454031,,0.05410520681182379,-0.29496064358704205,0.5161093974257553,1.0,0.17887575511232298,0.15524882116882033,-0.62,0.3885010068164306,4.955474007729502,74.5131504101955,0.12,5.0,0.9910948015459002,0.9910948015459002,0.9910948015459002
Vtail,4.81057429570484,0.0,5.129845904036804,0.358674339162983,3.968783657735826,,0.05235987755982946,-0.2967059728390364,0.5208232797230921,1.0,0.19072036083640442,0.1581967835892998,-0.64,0.40429381444853923,4.904372689603044,73.95791874691007,0.12,5.0,0.9808745379206089,0.9808745379206089,0.9808745379206087
Vtail,4.78113575518412,0.0,5.134303127908779,0.3564780371413869,3.9555018061165974,,0.05235987755982946,-0.2967059728390364,0.5219683426524095,1.0,0.1913454658936481,0.15898352697873996,-0.64,0.40512728785819746,4.88934338903708,73.79477973941746,0.12,5.0,0.9778686778074159,0.9778686778074159,0.9778686778074159
Vtail,4.795862440845921,0.0,5.131185900530884,0.3576509843354957,3.9562209394672148,,0.05235987755982946,-0.2967059728390364,0.5214094488890602,1.0,0.19097683540204846,0.1586315513017223,-0.64,0.40463578053606464,4.896867591045281,73.87038176303541,0.12,5.0,0.9793735182090559,0.9793735182090559,0.9793735182090559
Vtail,4.795246451835407,0.0,5.132764203454845,0.35759993341667073,3.955785032613143,,0.05235987755982946,-0.2967059728390364,0.5213739536937468,1.0,0.1909671565684177,0.1586157875339118,-0.64,0.40462287542455694,4.896553099801639,73.86738526920631,0.12,5.0,0.9793106199603276,0.9793106199603276,0.9793106199603275
Vtail,4.79558730621649,0.0,5.131708931876294,0.35764276703814385,3.9560311574043316,,0.05235987755982946,-0.2967059728390364,0.5213969760465392,1.0,0.190962112317183,0.1586291933123696,-0.64,0.404616149756244,4.896727124425298,73.86784744449523,0.12,5.0,0.9793454248850597,0.9793454248850597,0.9793454248850597
Vtail,4.795375666810666,0.0,5.132300453669747,0.3576235015805107,3.955881826837088,,0.05235987755982946,-0.2967059728390364,0.5213830694188331,1.0,0.1909589129624282,0.15862313111757637,-0.64,0.40461188394990427,4.89661907177323,73.86695936453935,0.12,5.0,0.979323814354646,0.979323814354646,0.979323814354646
Vtail,4.795494232116876,0.0,5.131920754264263,0.35763814474177225,3.9559667720456604,,0.05235987755982946,-0.2967059728390364,0.5213917669825913,1.0,0.1909579719504289,0.1586280852284881,-0.64,0.40461062926723856,4.896679605669987,73.86714118153503,0.12,5.0,0.9793359211339974,0.9793359211339974,0.9793359211339974
Vtail,4.7954217360137035,0.0,5.13213569185358,0.3576311064561095,3.9559157229373616,,0.05235987755982946,-0.2967059728390364,0.5213865781794196,1.0,0.1909569167140338,0.1586256613882738,-0.64,0.40460922228537843,4.89664259264126,73.8668729653818,0.12,5.0,0.979328518528252,0.979328518528252,0.979328518528252
Vtail,4.795462731527228,0.0,5.132001388061016,0.3576361002632359,3.95594492776283,,0.05235987755982946,-0.2967059728390364,0.5213897529963438,1.0,0.1909567953415363,0.1586274431735596,-0.64,0.40460906045538175,4.896663523016069,73.8669415124141,0.12,5.0,0.9793327046032138,0.9793327046032138,0.9793327046032136
Vtail,4.795437950791988,0.0,5.132077949014762,0.3576335823051008,3.955927502500761,,0.05235987755982946,-0.2967059728390364,0.5213878733397816,1.0,0.1909564471984485,0.1586265273185834,-0.64,0.404608596264598,4.8966508711526435,73.86685902344203,0.12,5.0,0.9793301742305286,0.9793301742305286,0.9793301742305286
Vtail,4.795452077559413,0.0,5.132030989019177,0.35763528378132553,3.9559375258834306,,0.05235987755982946,-0.2967059728390364,0.5213890064326346,1.0,0.19095645585791118,0.1586271565775992,-0.64,0.40460860781054825,4.89665808361142,73.86688423153753,0.12,5.0,0.979331616722284,0.979331616722284,0.979331616722284
