2.98,2.87,2.77,2.67,2.56,2.46,2.36,2.25,2.15,2.05,1.94,1.84,1.74,1.63,1.53,1.43
6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91
359551.418287558,373810.897750571,388253.721314439,402877.58235339,417680.259173532,432659.609925015,447813.567930963,463140.137390267,478637.389416638,494303.458380811,510136.53852672,526134.880835801,542296.790116502,558620.622298646,575104.781914438,591747.71974991
