name,mtom,oem,wing_weight,fuselage_weight,lg_weight,hortail_weight,nacelle_weight,powertrain_weight,h2_weight,misc_weight,l_fuse,w_fuse,eff,v_cruise,v_max,v_stall,loadfactor,h_hover,roc,cL_cruise,mac,y_mac,x_lemac,cLmax,cd,cd0,clalpha,cm,e,A,A_h,S,S_h,c_root,c_tip,t_r_h,sweep_le,sweep_1/4,sweep_m,b,taper,StotS,diskloading,mission_energy,wp_hover,power_hover,power_climb,power_cruise,wp_cruise,tw,WP_hover,WP_cruise,TW,WS,ld_climb,ld_cr,ducted_bool,tandem_bool,G,n_max,n_ult,A_tot,l_cockpit,l_cabin,l_tail,l_fuselage,d_fuselage,upsweep,h_wings,x_rotor_loc,y_rotor_loc,ww,w_eng,takeoff_energy,trans2hor_energy,climb_energy,cruise_energy,descend_energy,hor_loiter_energy,trans2ver_energy,ver_loiter_energy,land_energy,Vx_cr,Vy_cr,Vz_cr,Mx_cr,Mz_cr,T_cr,Vx_vf,Vy_vf,Vz_vf,Mx_vf,Mz_vf,T_vf,thickness_to_chord,i_xx,i_zz,i_xz,j_y,area_enclosed,area,max_shear_cr,max_axial_cr,max_shear_vf,max_axial_vf,crit_buck_stress
J1,2666.239658105435,2191.239658105435,129.3741987439891,271.45498247487353,112.84943337081852,119.14037053523555,266.6235832034583,48.56344748164453,973.3612567472425,269.87238554817316,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.3700349251890183,2.3237900077244507,0.12261649747400032,1.5,0.07,0.017,4.97,-0.115,0.8,8.4,6,14,3.25,1.8442777839082938,0.7377111135633175,0.14877,0.0527657391874541,0.1,-0.255,10.844353369380768,0.4,1.2,45,934763066.5440756,0.06822382182812936,350916.1952742013,131424.57364673255,168638.1559686626,0.06822382182812936,1.2333333333333332,0.048057715169801465,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,6194180.697889517,2681364.9263674915,9725418.44985821,776207684.8405092,44970.1749249767,122089724.6762651,1923219.1323396692,10527485.858226039,5369017.78769528,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1958.9735368376535,1483.9735368376535,281.2066313214566,271.45503853584535,109.46164289606278,39.36210078399352,51.22820893144037,50.13088503917161,403.7334498041728,277.39557952551036,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.3726706900086127,2.3282606703607627,0.12285239529266305,1.5,0.029960392507622592,0.02016471382002971,4.97,-0.115,0.799480152200161,8.4,6,14.053920090385642,3.25,1.847825928857748,0.7391303715430992,0.14877,0.0527657391874541,0.1,-0.255,10.86521646168356,0.4,1.2,45,839110864.1777705,0.06822382182812936,350916.1952742013,131232.94531882912,147370.711125656,0.06822382182812936,1.2333333333333332,0.048057715169801465,0.07608290452035935,1.2237037037037035,1860.46875,220.449,15.173584568224106,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,6194180.697889517,2680406.7847279743,9711237.953593355,678317892.1702727,2595545.802255167,121855291.31691824,1859805.806192162,10527485.858226039,5369017.78769528,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1685.2455313626974,1210.2455313626974,222.68219964073765,259.6692589801315,81.17105476696283,29.945738914837445,37.639041685994435,36.83280190940148,325.64168127165874,216.66375419297344,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.17660598504863,1.9957047669478687,0.10530483722793013,1.5,0.03407557033917135,0.024279891651578466,4.97,-0.115,0.799480152200161,8.4,6,10.325875043603379,3.25,1.5838926721808482,0.6335570688723393,0.14877,0.052765739187454114,0.1,-0.255,9.313288912423387,0.4,1.2,45,684976992.1841577,0.06822382182812936,257829.6133658104,96421.13988489886,123150.50566243361,0.06822382182812936,1.2333333333333332,0.05606585201896815,0.06941030421226928,1.2237037037037035,1860.46875,220.449,13.341128112799606,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,4551067.28034285,1969382.5884254256,7135164.351482516,566837133.2579017,1907032.44729355,89531070.58016996,1366460.1930706822,7734888.400974312,3944793.084496899,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1572.0944123627282,1097.0944123627282,198.70276300008203,254.10190627661493,70.22195650051266,26.203296873851496,32.37972622564995,31.686142593630358,291.20472790808446,192.5938929843024,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0913105675596375,1.851030616514616,0.09767099873900262,1.5,0.03662167901649977,0.02682600032890689,4.97,-0.115,0.799480152200161,8.4,6,8.883037186267167,3.25,1.4690719178687428,0.5876287671474971,0.14877,0.052765739187454114,0.1,-0.255,8.638142877068207,0.4,1.2,45,625700601.588645,0.06822382182812936,221802.9981554125,82948.18284387562,113858.6244173675,0.06822382182812936,1.2333333333333332,0.06044788624184543,0.06232590727272108,1.2237037037037035,1860.46875,220.449,12.413591119259657,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,3915145.1782803657,1694200.1228077328,6138165.530446796,524068463.33491,1640562.1870488115,77020865.15008077,1175524.2686303926,6654089.944662375,3393585.8717778116,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1524.535111093534,1049.535111093534,188.51859487789127,251.5714462600973,65.6959208150526,24.63668282789621,30.205679662605597,29.558664772423644,276.82519386386946,182.52292801369788,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0540375445115948,1.7878098351138967,0.09433510747638522,1.5,0.03794074371095616,0.02814506502336328,4.97,-0.115,0.799480152200161,8.4,6,8.286610387299946,3.25,1.4188966945348391,0.5675586778139357,0.14877,0.05276573918745412,0.1,-0.255,8.343112563864851,0.4,1.2,45,601298539.6603724,0.06822382182812936,206910.65340696552,77378.85805818146,110039.58917391728,0.06822382182812936,1.2333333333333332,0.0586238622532911,0.0586238622532911,1.2237037037037035,1860.46875,220.449,11.982014714179744,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,3652273.6561636194,1580447.7726973188,5726035.496305428,506490208.3568749,1530411.2067916456,71849513.60759641,1096596.9646074618,6207319.602208965,3165732.9971265728,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1504.4242799445387,1029.4242799445387,184.18527669444023,250.46106023180917,63.79355257846469,23.974446760780747,29.291891656098016,28.664450384297915,270.78772143627344,178.26588020237446,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0379716312670115,1.7605595745721236,0.09289722733584782,1.5,0.03855531928711133,0.02875964059951845,4.97,-0.115,0.799480152200161,8.4,6,8.035922262712235,3.25,1.3972695036286695,0.5589078014514678,0.14877,0.0527657391874541,0.1,-0.255,8.215944681336577,0.4,1.2,45,591064024.3058311,0.06822382182812936,200651.1526900854,75037.97802367741,108439.18165203462,0.06822382182812936,1.2333333333333332,0.05687371792230851,0.05687371792230851,1.2237037037037035,1860.46875,220.449,11.791020222819677,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,3541784.373990055,1532635.7639713464,5552810.373752128,499123852.79975694,1484112.9138410555,69675908.36045791,1063422.50320074,6019534.580702562,3069962.636158307,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1495.8975062399768,1020.8975062399768,182.3430514933916,249.9825838687818,62.98912094536137,23.693716025437578,28.905489084688618,28.28632467406493,268.2360032126224,176.46121693562839,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0311027270860629,1.7489088563267454,0.09228246857556568,1.5,0.03882722684943379,0.029031548161840903,4.97,-0.115,0.799480152200161,8.4,6,7.929916783024767,3.25,1.3880229018466232,0.5552091607386493,0.14877,0.0527657391874541,0.1,-0.255,8.161574662858145,0.4,1.2,45,586740619.0666624,0.06822382182812936,198004.2727184545,74048.11816750542,107763.37975026028,0.06822382182812936,1.2333333333333332,0.056093490687359034,0.056093490687359034,1.2237037037037035,1860.46875,220.449,11.708447558577797,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,3495063.096799941,1512418.073451887,5479560.744395401,496013271.8842223,1464535.3101511728,68756781.9867892,1049394.4167065092,5940128.181553635,3029465.372592354,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1492.2780652429221,1017.2780652429221,181.56016432704448,249.7780606628236,62.6480506810125,23.57456149829151,28.74165859648757,28.126003484992918,267.1543413354392,175.69522465683045,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0281765336712982,1.7439455821117018,0.09202057774281891,1.5,0.03894478376735838,0.0291491050797655,4.97,-0.115,0.799480152200161,8.4,6,7.884971612432763,3.25,1.3840837953267477,0.5536335181306992,0.14877,0.05276573918745412,0.1,-0.255,8.138412716521275,0.4,1.2,45,584908355.5395494,0.06822382182812936,196882.02439495042,73628.4283530827,107477.02378514648,0.06822382182812936,1.2333333333333332,0.05575508321507893,0.05575508321507893,1.2237037037037035,1860.46875,220.449,11.673104981844277,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,3475253.7833590033,1503845.9925363294,5448503.698128119,494695232.68102705,1456234.6190904959,68367082.39973062,1043446.6605865291,5906460.731848513,3012294.9732427415,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1490.7409258540022,1015.7409258540022,181.22751711151452,249.69094291650657,62.50327333140369,23.52395965628368,28.672115905886425,28.057950420078885,266.6952418096519,175.36992470267649,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0269319035815467,1.7418344979979312,0.09190918482906887,1.5,0.03899510220331378,0.0291994235157209,4.97,-0.115,0.799480152200161,8.4,6,7.865893307003679,3.25,1.3824083317443898,0.552963332697756,0.14877,0.0527657391874541,0.1,-0.255,8.128560990657013,0.4,1.2,45,584130746.3057048,0.06822382182812936,196405.6529405522,73450.2786128644,107355.50394019399,0.06822382182812936,1.2333333333333332,0.05561003661175383,0.05561003661175383,1.2237037037037035,1860.46875,220.449,11.658042259803773,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,3466845.135061784,1500207.319555101,5435320.617351965,494135901.1526968,1452711.1455505774,68201662.89748907,1040921.9597926491,5892169.588216566,3005006.4899904486,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1490.0879807850783,1015.0879807850782,181.08618596278734,249.65389017698982,62.441787879123005,23.502465380046285,28.642581839984672,28.02904898289529,266.5002749217171,175.23174564153467,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0264028653871935,1.740937167829817,0.09186183653945312,1.5,0.03901654798641665,0.029220869298823768,4.97,-0.115,0.799480152200161,8.4,6,7.857790946784863,3.25,1.3816961649442991,0.5526784659777196,0.14877,0.0527657391874541,0.1,-0.255,8.12437344987248,0.4,1.2,45,583800530.7608037,0.06822382182812936,196203.34288026704,73374.62024931094,107303.90159968486,0.06822382182812936,1.2333333333333332,0.055548182028262824,0.055548182028262824,1.2237037037037035,1860.46875,220.449,11.651634316030918,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,3463274.06855849,1498662.0125401788,5429721.89844901,493898385.9057536,1451214.7625542998,68131410.93515624,1039849.7453156987,5886100.286408011,3001911.146068086,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1489.8105983015103,1014.8105983015104,181.02614069464204,249.63814104107908,62.4156701287312,23.49333429763416,28.630036378698072,28.016772249223738,266.41745845520416,175.17304505629787,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0261780583535167,1.7405558605150036,0.09184171657712942,1.5,0.039025671489141774,0.029229992801548893,4.97,-0.115,0.799480152200161,8.4,6,7.854349231485876,3.25,1.3813935400912725,0.552557416036509,0.14877,0.0527657391874541,0.1,-0.255,8.122594015736682,0.4,1.2,45,583660266.9228948,0.06822382182812936,196117.40574456617,73342.48213889549,107281.98305701092,0.06822382182812936,1.2333333333333332,0.05552186132441104,0.05552186132441104,1.2237037037037035,1860.46875,220.449,11.648910372703922,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,3461757.153254041,1498005.5980323995,5427343.678278266,493797499.24006224,1450579.1299593095,68101569.35233162,1039394.2907482083,5883522.172336985,3000596.3078918625,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1489.6927568743577,1014.6927568743575,181.0006304797973,249.63144874484405,62.40457485163411,23.489455117321363,28.624706847356443,28.011556878072323,266.38227683243855,175.14810712289338,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0260825414880532,1.7403938492162752,0.09183316793119528,1.5,0.03902954980302924,0.029233871115436353,4.97,-0.115,0.799480152200161,8.4,6,7.852887130640331,3.25,1.3812649596954563,0.5525059838781825,0.14877,0.05276573918745409,0.1,-0.255,8.121837963009284,0.4,1.2,45,583600681.2783489,0.06822382182812936,196080.89814650625,73328.8293075801,107272.67186941659,0.06822382182812936,1.2333333333333332,0.055510671485709824,0.055510671485709824,1.2237037037037035,1860.46875,220.449,11.647752836142514,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,3461112.7411058582,1497726.7416705335,5426333.368760928,493754641.7068771,1450309.1021174176,68088892.12609704,1039200.8056832374,5882426.944395187,3000037.7416415457,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1489.64269305273,1014.64269305273,180.98979253149466,249.62860530904823,62.3998612039987,23.487807086090747,28.62244268283072,28.00934121264274,266.3673305404579,175.13751248616643,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0260419600133543,1.7403250167918825,0.09182953593744214,1.5,0.039031197891258106,0.02923551920366522,4.97,-0.115,0.799480152200161,8.4,6,7.8522659809265365,3.25,1.381210330787208,0.5524841323148831,0.14877,0.0527657391874541,0.1,-0.255,8.121516745028783,0.4,1.2,45,583575367.4485531,0.06822382182812936,196065.3884884992,73323.02912472002,107268.71619791492,0.06822382182812936,1.2333333333333332,0.05550591615819188,0.05550591615819188,1.2237037037037035,1860.46875,220.449,11.64726101100316,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,3460838.9731078227,1497608.2740902086,5425904.155229282,493736434.5425455,1450194.3851899095,68083506.41315438,1039118.6067069517,5881961.654654976,2999800.443874038,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1489.6214237625597,1014.6214237625597,180.9851880680719,249.62739724382732,62.39785865514864,23.4871069310691,28.62148077383412,28.008399908030828,266.36098075742177,175.13301142515607,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.026024718869832,1.7402957731599848,0.09182799287558853,1.5,0.03903189814724177,0.02923621945964889,4.97,-0.115,0.799480152200161,8.4,6,7.852002091314651,3.25,1.3811871215555431,0.5524748486222173,0.14877,0.05276573918745409,0.1,-0.255,8.121380274746596,0.4,1.2,45,583564613.1350331,0.06822382182812936,196058.7993562158,73320.5649716023,107267.03567437413,0.06822382182812936,1.2333333333333332,0.05550389562996903,0.05550389562996903,1.2237037037037035,1860.46875,220.449,11.647052052059234,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,3460722.6653495743,1497557.944253297,5425721.807898571,493728699.4289858,1450145.6487825594,68081218.34368157,1039083.6852452368,5881763.980686475,2999699.630150102,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
J1,1489.612387616014,1014.6123876160141,180.98323188024554,249.6268839946284,62.39700788524759,23.486809473940863,28.621072113030745,28.008000000866765,266.3582830947826,175.13109917327148,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0260173939940525,1.7402833490437586,0.09182733730791211,1.5,0.039032195661117076,0.029236516973524196,4.97,-0.115,0.799480152200161,8.4,6,7.851889979523228,3.25,1.38117726114584,0.552470904458336,0.14877,0.0527657391874541,0.1,-0.255,8.121322295537539,0.4,1.2,45,583560044.2398477,0.06822382182812936,196056.00000606736,73319.51809211966,107266.32171597244,0.06822382182812936,1.2333333333333332,0.05550303717253577,0.05550303717253577,1.2237037037037035,1860.46875,220.449,11.64696327510131,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,3460673.2527522366,1497536.561948257,5425644.338816855,493725413.22133684,1450124.9434357428,68080246.27219434,1039068.8490885426,5881680.0001820205,2999656.800092831,668.7430851207065,0.0,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,0.0,0.0,-7050.856683312572,27853.077612714507,0.0,1457.8881285574364,0.17,6.961584059422002e-05,0.0003071287085039117,0.0,0.0003767445490981318,0.2734878550612938,0.008108330693739008,16138698.069500431,54144561.74750092,8608278.289287133,50176500.1111401,1980898.6052461362
