name,mtom,oem,wing_weight,fuselage_weight,lg_weight,hortail_weight,nacelle_weight,powertrain_weight,h2_weight,misc_weight,l_fuse,w_fuse,eff,v_cruise,v_max,v_stall,loadfactor,h_hover,roc,cL_cruise,mac,y_mac,x_lemac,cLmax,cd,cd0,clalpha,cm,e,A,A_h,S,S_h,c_root,c_tip,t_r_h,sweep_le,sweep_1/4,sweep_m,b,taper,StotS,diskloading,mission_energy,wp_hover,power_hover,power_climb,power_cruise,wp_cruise,tw,WP_hover,WP_cruise,TW,WS,ld_climb,ld_cr,ducted_bool,tandem_bool,G,n_max,n_ult,A_tot,l_cockpit,l_cabin,l_tail,l_fuselage,d_fuselage,upsweep,h_wings,x_rotor_loc,y_rotor_loc,ww,w_eng,takeoff_energy,trans2hor_energy,climb_energy,cruise_energy,descend_energy,hor_loiter_energy,trans2ver_energy,ver_loiter_energy,land_energy,Vx_cr,Vz_cr,Mx_cr,Mz_cr,T_cr,Vz_vf,Mx_vf,T_vf
J1,2550.803645163269,2075.803645163269,129.5534313690146,271.45503853584535,112.8495863242174,119.14052209471706,266.62396558695514,50.13088503917161,856.1775007748602,269.8727154384874,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.3726706900086127,2.3282606703607627,0.12285239529266305,1.5,0.07,0.017,4.97,-0.115,0.8,8.4,6,14.053920090385642,3.25,1.847825928857748,0.7391303715430992,0.14877,0.0527657391874541,0.1,-0.255,10.86521646168356,0.4,1.2,45,937000656.848007,0.06822382182812936,350916.1952742013,131232.94531882912,168638.1559686626,0.06822382182812936,1.2333333333333332,0.048057715169801465,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,6194180.697889517,2680406.7847279743,9711237.953593355,776207684.8405092,2595545.802255167,121855291.31691824,1859805.806192162,10527485.858226039,5369017.78769528,668.7430851207065,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,-7050.856683312572,27853.077612714507,1457.8881285574364
J1,2474.8378856261334,1999.8378856261336,125.28461679004637,269.7304126431659,108.23214580653075,114.5537860728697,255.08036430241887,47.96044643040225,819.1089211519513,259.8871924287484,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.3426267108959136,2.277301459634992,0.12016349487030852,1.5,0.07,0.017,4.97,-0.115,0.8,8.4,6,13.445449469033203,3.25,1.807382110821422,0.7229528443285689,0.14877,0.0527657391874541,0.1,-0.255,10.627406811629962,0.4,1.2,45,896432803.3086956,0.06822382182812936,335723.12501281576,125551.15751396709,161336.89319741784,0.06822382182812936,1.2333333333333332,0.04913310342109144,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,5926000.933540885,2564357.3998380983,9290785.656033564,742601433.3992088,2483170.5107429195,116579513.14642681,1779284.6998239267,10071693.750384472,5136563.812696082,668.7430851207065,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,-7050.856683312572,27853.077612714507,1457.8881285574364
J1,2424.741008064344,1949.741008064344,122.44981466138356,268.558657620383,105.19351542504533,111.52260237677038,247.48378835507577,46.53213118248656,794.7149496845909,253.28554875860837,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.322483147216227,2.2431348766244463,0.1183606698622476,1.5,0.07,0.017,4.97,-0.115,0.8,8.4,6,13.045029082630665,3.25,1.7802657750987672,0.7121063100395069,0.14877,0.052765739187454114,0.1,-0.255,10.46796275758075,0.4,1.2,45,869736040.9348164,0.06822382182812936,325724.9182774059,121812.10489837285,156532.10171284273,0.06822382182812936,1.2333333333333332,0.049881480290487994,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,5749518.058119326,2487987.9944655,9014095.762479592,720485939.708229,2409218.940904729,113107646.04311988,1726295.6295318159,9771747.548322177,4983591.24964431,668.7430851207065,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,-7050.856683312572,27853.077612714507,1457.8881285574364
J1,2391.6555173181214,1916.6555173181214,120.56879310421427,267.7689626363684,103.18964032257377,109.51789678129377,242.47410060309787,45.59020504983874,778.6279414154413,248.9179774052934,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.3090295405367296,2.220315489910376,0.11715658805447528,1.5,0.07,0.017,4.97,-0.115,0.8,8.4,6,12.780965230796914,3.25,1.7621551507225206,0.7048620602890083,0.14877,0.0527657391874541,0.1,-0.255,10.361472286248421,0.4,1.2,45,852130419.085059,0.06822382182812936,319131.43534887116,119346.32475977048,153363.50243628293,0.06822382182812936,1.2333333333333332,0.05039413932195963,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,5633133.504662394,2437624.925976105,8831628.032223016,705901511.3235706,2360450.3540800964,110818065.813225,1691351.1100178733,9573943.060466135,4882710.960837729,668.7430851207065,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,-7050.856683312572,27853.077612714507,1457.8881285574364
J1,2369.783073102682,1894.783073102682,119.32133342826204,267.23973152380825,101.86622069272487,108.1913660059699,239.16555153125017,44.96812858794932,768.0035953657917,246.02714596692567,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.3000680387440529,2.205115404177412,0.11635454429506281,1.5,0.07,0.017,4.97,-0.115,0.8,8.4,6,12.606569488956884,3.25,1.7500915906169943,0.7000366362467978,0.14877,0.05276573918745412,0.1,-0.255,10.290538552827924,0.4,1.2,45,840503134.7683226,0.06822382182812936,314776.90011564526,117717.84909564696,151270.86379001586,0.06822382182812936,1.2333333333333332,0.05074151127205421,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,5556269.631027687,2404363.634702969,8711120.833077876,696269514.403914,2328242.106647855,109305957.8896226,1668272.6940909773,9443307.003469357,4816086.571769373,668.7430851207065,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,-7050.856683312572,27853.077612714507,1457.8881285574364
J1,2355.3137038799564,1880.3137038799564,118.49435000204586,266.88641133916934,100.99132292410728,107.313273993534,236.97830711154046,44.556880865653795,760.9799601995821,244.11319744432353,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.2941096183686505,2.1950090065406727,0.11582127275323786,1.5,0.07,0.017,4.97,-0.115,0.8,8.4,6,12.491278433912107,3.25,1.7420706401116448,0.6968282560446579,0.14877,0.0527657391874541,0.1,-0.255,10.243375363856472,0.4,1.2,45,832816468.4424227,0.06822382182812936,311898.16605957656,116641.28222852839,149887.44401835135,0.06822382182812936,1.2333333333333332,0.050975138509152744,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,5505455.7923830375,2382374.970744942,8631454.884911101,689901910.0384711,2306949.598078397,108306320.4213317,1653015.8140037637,9356944.981787296,4772041.940711522,668.7430851207065,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,-7050.856683312572,27853.077612714507,1457.8881285574364
J1,2345.737391437521,1870.737391437521,117.94625302298414,266.6511407152044,100.41254815519827,106.73188312491159,235.53137019048125,44.28482644515613,756.333585541835,242.8457842417502,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.2901527962683212,2.188297627516653,0.11546714187806831,1.5,0.07,0.017,4.97,-0.115,0.8,8.4,6,12.41500946154262,3.25,1.7367441488227404,0.6946976595290962,0.14877,0.052765739187454114,0.1,-0.255,10.212055595077713,0.4,1.2,45,827731476.0169843,0.06822382182812936,309993.7851160929,115929.09645999431,148972.26456839748,0.06822382182812936,1.2333333333333332,0.05113147623535367,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,5471840.701827477,2367828.718191304,8578753.13803958,685689522.1717874,2292863.8761016964,107645026.0787743,1642922.866503506,9299813.553482786,4742904.912276221,668.7430851207065,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,-7050.856683312572,27853.077612714507,1457.8881285574364
J1,2339.397551192796,1864.397551192796,117.58305420512731,266.49474945408843,100.02949565750085,106.34687734864006,234.5737389470408,44.10477173151045,753.2584594072888,242.00640444159941,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.2875273519173516,2.1838444699828923,0.11523216772908126,1.5,0.07,0.017,4.97,-0.115,0.8,8.4,6,12.364532105008895,3.25,1.7332098968118195,0.6932839587247278,0.14877,0.052765739187454114,0.1,-0.255,10.191274193253497,0.4,1.2,45,824366057.9753369,0.06822382182812936,308733.40212057316,115457.7481011573,148366.5682025953,0.06822382182812936,1.2333333333333332,0.05123574030806556,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,5449593.110727566,2358201.521789305,8543873.35948564,682901623.009139,2283541.474236776,107207359.3675815,1636243.0163151675,9262002.063617194,4723621.052444769,668.7430851207065,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,-7050.856683312572,27853.077612714507,1457.8881285574364
J1,2335.199518440526,1860.199518440526,117.3424061868596,266.3909122473615,99.77590204771185,106.09189291668619,233.93975492309994,43.98556946793716,751.2226226963843,241.45045795448513,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.285786270290837,2.1808913276856114,0.1150763429928395,1.5,0.07,0.017,4.97,-0.115,0.8,8.4,6,12.331114400822283,3.25,1.7308661330838189,0.6923464532335276,0.14877,0.052765739187454114,0.1,-0.255,10.177492862532853,0.4,1.2,45,822138038.278923,0.06822382182812936,307898.9862755601,115145.69966783779,147965.57687956997,0.06822382182812936,1.2333333333333332,0.05130511856177103,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,5434864.458728035,2351827.99465554,8520781.775419997,681055940.1937714,2277369.7313163155,106917609.3154528,1631820.7312960294,9236969.588266803,4710854.49001607,668.7430851207065,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,-7050.856683312572,27853.077612714507,1457.8881285574364
J1,2332.4193473300274,1857.4193473300277,117.18296981230743,266.3220220406203,99.60798073762105,105.9230076867786,233.51995164822495,43.90663766724365,749.8745588870855,241.08221885014615,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.2846320849720423,2.1789336518179643,0.11497304477859366,1.5,0.07,0.017,4.97,-0.115,0.8,8.4,6,12.308986301175326,3.25,1.7293124220777494,0.6917249688310998,0.14877,0.052765739187454114,0.1,-0.255,10.168357041817165,0.4,1.2,45,820662717.2460264,0.06822382182812936,307346.46367070556,114939.07150485534,147700.05367354958,0.06822382182812936,1.2333333333333332,0.05135121394994927,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,5425111.631984135,2347607.6555583077,8505491.291359294,679833790.0117283,2273283.007058517,106725746.40379341,1628892.4402613055,9220393.910121167,4702400.894161795,668.7430851207065,-11410.654973840816,29762.823583077294,-292.93314206608113,5970.934511853627,-7050.856683312572,27853.077612714507,1457.8881285574364
