name,mtom,oem,wing1_weight,wing2_weight,fuselage_weight,lg_weight,powertrain_weight,nacelle_weight,h2_weight,misc_weight,l_fuse,w_fuse,eff,diskloading,v_cruise,v_max,v_stall,loadfactor,h_hover,roc,cL_cruise,mac1,y_mac1,x_lemac1,mac2,y_mac2,x_lemac2,cLmax,cd,cd0,clalpha,cm,e,b1,b2,A1,A2,S1,S2,S,S1/S,S2/S,c_root1,c_root2,c_tip1,c_tip2,sweep_le1,sweep_le2,sweep1_1/4,sweep2_1/4,sweep_m,taper1,taper2,StotS,mission_energy,power_hover,power_climb,power_cruise,WP_hover,WP_cruise,TW,WS,ld_climb,ld_cr,ducted_bool,tandem_bool,G,n_max,n_ult,A_tot,l_cockpit,l_cabin,l_tail,l_fuselage,d_fuselage,upsweep,h_wings,x_rotor_loc,y_rotor_loc,takeoff_energy,trans2hor_energy,climb_energy,cruise_energy,descend_energy,hor_loiter_energy,trans2ver_energy,ver_loiter_energy,land_energy,Vx_cr,Vy_cr,Vz_cr,Mx_cr,Mz_cr,T_cr,Vx_vf,Vy_vf,Vz_vf,Mx_vf,Mz_vf,T_vf,thickness_to_chord,i_xx,i_zz,i_xz,j_y,area_enclosed,area,max_shear_cr,max_axial_cr,max_shear_vf,max_axial_vf,crit_buck_stress,depda,depsda,cl_alpha1,cl_alpha2,alpha,diskarea,rotor_direction,cd_upsweep,cd_base
W1,3229.4421138521598,2719.4421138521598,324.7068873984362,354.5101617031775,251.12034052310142,132.01972388246833,155.26250399394317,158.66107266219828,771.8337070797216,324.1057062589168,9.295,1.7,0.8,320,83.33,104.17,45,2,30.5,5,0.4318762219410193,1.0306994202020758,1.9771589839453285,0.08919514213287194,1.0046015280023473,2.0285223161585857,0.08693667069251083,1.5,0.026809395139315757,0.01852461615621257,5.15,-2.56,0.7349929469486185,9.2267419250782,9.466437475406732,9.5,10,8.9613438475785,8.9613438475785,17.922687695157,0.5,0.5,1.3874799887335636,1.3523482107723905,0.5549919954934255,0.5409392843089562,0.04511278195488721,0.042857142857142864,0,0,-0.36837,0.4,0.4,1.2,1141210678.3429306,1086837.5279576022,176585.20384452216,190842.25221973055,0.013822555646181891,0.06324625948829346,1.2249512670565301,1767.4453125,221.6754,16.109137102749344,0,1,0.045,3.144639203878076,4.716958805817114,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",21206940.376751173,7813298.691363516,13067305.08449464,878408696.5037296,3085955.70369746,162835448.01431495,5559293.95210007,32605125.838728067,16628614.177751314,251.54064745479744,0.0,-37444.66898412065,89722.381211106,-460.3227714160226,237294.25570475654,0.0,0.0,-8333.23359340751,25419.05129845551,0.0,0.0,0.17,2.8965469004273533e-05,0.0001277888338423832,0.0,0.00015675430284665677,0.15165736203658672,0.006044130451421159,315440150.0838767,291497901.87472725,12609074.916403227,82162097.54125214,3554244.095318804,0.1,0.1,5.0173225162565,5.068327251219567,4.789408521177055,10.094352542090911,"[-1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]",0.003276899118861381,0.0
W1,3445.0800064174255,2935.0800064174255,324.6497609280188,354.44779187041087,251.09819961042822,131.98969595799596,197.97755611227907,202.31112218208276,881.7372320668757,324.0431925604769,9.295,1.7,0.8,320,83.33,104.17,45,2,30.5,5,0.4318762219410193,1.030579645522263,1.9769292238624185,0.0891847770163497,1.004484786085162,2.028286587287347,0.08692656802660059,1.5,0.026811651547805494,0.018526818474626457,5.15,-2.56,0.7349881483215488,9.225669711357952,9.46533740734095,9.5,10,8.959261223480791,8.959261223480791,17.918522446961582,0.5,0.5,1.3873187535876619,1.3521910581915644,0.5549275014350648,0.5408764232766258,0.045112781954887216,0.042857142857142864,0,0,-0.36837,0.4,0.4,1.2,1141021210.747184,1385842.8927859536,176544.16528969374,190813.9587894882,0.013824162113167638,0.06323944213904678,1.2249512670565301,1767.4453125,221.6754,16.107781393883137,0,1,0.045,3.144639203878076,4.716958805817114,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",21203396.259625092,7811935.290378237,13064268.231437337,878278467.5062737,3085238.524910181,162797604.9146902,5558001.967354501,32597548.379148852,16624749.673365915,251.54064745479744,0.0,-37444.66898412065,89722.381211106,-460.3227714160226,237294.25570475654,0.0,0.0,-8333.23359340751,25419.05129845551,0.0,0.0,0.17,2.8965469004273533e-05,0.0001277888338423832,0.0,0.00015675430284665677,0.15165736203658672,0.006044130451421159,315440150.0838767,291497901.87472725,12609074.916403227,82162097.54125214,3554244.095318804,0.1,0.1,5.0173225162565,5.068327251219567,4.789408521177055,10.092006605787999,"[-1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]",0.003276899118861381,0.0
W1,3648.0267905999813,3138.0267905999813,340.9301784761352,372.2225101827327,257.3708598505411,140.61519436679262,218.02696911892693,222.7994003693666,958.8348188777577,341.95169657591185,9.295,1.7,0.8,320,83.33,104.17,45,2,30.5,5,0.4318762219410193,1.0644308781148875,2.041865001768462,0.09211421060609604,1.0374788863250224,2.094909289694757,0.08978182670120385,1.5,0.026204123194038347,0.017934114188442547,5.15,-2.56,0.736305621371001,9.528703341586155,9.776243351908866,9.5,10,9.557493407574228,9.557493407574228,19.114986815148455,0.5,0.5,1.4328877205392716,1.396606193129838,0.5731550882157087,0.5586424772519352,0.04511278195488722,0.04285714285714285,0,0,-0.36837,0.4,0.4,1.2,1196950720.6936035,1526188.7838324886,188332.45887280835,198942.70356941465,0.013384523488704062,0.06323510693018558,1.2249512670565301,1767.4453125,221.6754,16.4812315505857,0,1,0.045,3.144639203878076,4.716958805817114,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",23350688.392637078,8572606.213526485,13936601.956587818,915693453.0416858,3291247.5847162474,173668006.42704368,5929123.600398513,34774167.865568206,17734825.611439787,251.54064745479744,0.0,-37444.66898412065,89722.381211106,-460.3227714160226,237294.25570475654,0.0,0.0,-8333.23359340751,25419.05129845551,0.0,0.0,0.17,2.8965469004273533e-05,0.0001277888338423832,0.0,0.00015675430284665677,0.15165736203658672,0.006044130451421159,315440150.0838767,291497901.87472725,12609074.916403227,82162097.54125214,3554244.095318804,0.1,0.1,5.0173225162565,5.068327251219567,4.789408521177055,10.765875020054455,"[-1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]",0.003276899118861381,0.0
W1,3788.363716386793,3278.363716386793,356.0274526688095,388.70549013490955,263.12407456525807,148.7330494580875,230.03400194370533,235.0692572792093,999.9147158465316,358.7226093642094,9.295,1.7,0.8,320,83.33,104.17,45,2,30.5,5,0.4318762219410193,1.095334628699702,2.1011467156306787,0.09478857363747423,1.0676001364683683,2.1557310447918976,0.09238847334822417,1.5,0.025698184157872887,0.017440942688035123,5.15,-2.56,0.7374441139758299,9.805351339609834,10.060078209028855,9.5,10,10.120517357177722,10.120517357177722,20.241034714355443,0.5,0.5,1.474488923249599,1.437154029861265,0.5897955692998397,0.574861611944506,0.045112781954887216,0.04285714285714285,0,0,-0.36837,0.4,0.4,1.2,1248621825.6217365,1610238.0136059374,199426.96663873302,206594.86701767458,0.013006892795075272,0.06442462613102219,1.2249512670565301,1767.4453125,221.6754,16.805709667572362,0,1,0.045,3.144639203878076,4.716958805817114,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",24636641.608170845,9048324.901223352,14757595.531266244,950914830.0786759,3485132.2294915603,183898643.55422497,6278403.31682899,36822685.03434086,18779569.36751384,251.54064745479744,0.0,-37444.66898412065,89722.381211106,-460.3227714160226,237294.25570475654,0.0,0.0,-8333.23359340751,25419.05129845551,0.0,0.0,0.17,2.8965469004273533e-05,0.0001277888338423832,0.0,0.00015675430284665677,0.15165736203658672,0.006044130451421159,315440150.0838767,291497901.87472725,12609074.916403227,82162097.54125214,3554244.095318804,0.1,0.1,5.0173225162565,5.068327251219567,4.789408521177055,11.400083720624941,"[-1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]",0.003276899118861381,0.0
W1,3880.9552523918164,3370.9552523918164,366.34770864217535,399.9729924760186,267.0238617463662,154.34651523476305,236.6093143101726,241.7884978319278,1028.1400161417528,370.2758685184749,9.295,1.7,0.8,320,83.33,104.17,45,2,30.5,5,0.4318762219410193,1.1162041751887573,2.1411801245207407,0.09659459208364245,1.0879412542381932,2.1968044556732744,0.09414876238599751,1.5,0.025380087201075673,0.017131084667785467,5.15,-2.56,0.7381806582110748,9.992173914430122,10.25175412647528,9.5,10,10.509846266970294,10.509846266970294,21.01969253394059,0.5,0.5,1.5025825435233269,1.4645363037821832,0.6010330174093308,0.5858145215128733,0.04511278195488722,0.04285714285714287,0,0,-0.36837,0.4,0.4,1.2,1284108860.9301562,1656265.2001712082,207098.776365894,211886.77420275338,0.012763704353481179,0.06545062759257858,1.2249512670565301,1767.4453125,221.6754,17.01634113860394,0,1,0.045,3.144639203878076,4.716958805817114,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",25340857.56261949,9316819.882685512,15325309.451076157,975272419.8597465,3619202.7205053978,190973090.03561163,6519928.906115737,38239226.82900392,19502005.682792,251.54064745479744,0.0,-37444.66898412065,89722.381211106,-460.3227714160226,237294.25570475654,0.0,0.0,-8333.23359340751,25419.05129845551,0.0,0.0,0.17,2.8965469004273533e-05,0.0001277888338423832,0.0,0.00015675430284665677,0.15165736203658672,0.006044130451421159,315440150.0838767,291497901.87472725,12609074.916403227,82162097.54125214,3554244.095318804,0.1,0.1,5.0173225162565,5.068327251219567,4.789408521177055,11.838636613708728,"[-1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]",0.003276899118861381,0.0
W1,3941.4799694002554,3431.4799694002554,373.10589725097105,407.35148252198087,269.5637769991039,158.05016924927094,240.78023266670678,246.05071416498376,1046.7449463721848,377.8800256841209,9.295,1.7,0.8,320,83.33,104.17,45,2,30.5,5,0.4318762219410193,1.1297624243943107,2.1671884967948554,0.09776790211104612,1.1011562009064129,2.223488482599488,0.09529236353997804,1.5,0.025182814524341835,0.016939008230684286,5.15,-2.56,0.7386459485703605,10.11354631837599,10.376279585464276,9.5,10,10.766717803572268,10.766717803572268,21.533435607144536,0.5,0.5,1.520834032838495,1.482325655066325,0.608333613135398,0.5929302620265301,0.04511278195488722,0.04285714285714285,0,0,-0.36837,0.4,0.4,1.2,1307498929.4202378,1685461.6286669474,212160.48512567696,215378.31406355998,0.012610527472507035,0.06611295767814286,1.2249512670565301,1767.4453125,221.6754,17.14964074105242,0,1,0.045,3.144639203878076,4.716958805817114,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",25787562.918604296,9488110.568963122,15699875.899300095,991343279.1283253,3707659.7864295663,195640670.3066232,6679282.726724222,39173833.169051655,19978654.916216347,251.54064745479744,0.0,-37444.66898412065,89722.381211106,-460.3227714160226,237294.25570475654,0.0,0.0,-8333.23359340751,25419.05129845551,0.0,0.0,0.17,2.8965469004273533e-05,0.0001277888338423832,0.0,0.00015675430284665677,0.15165736203658672,0.006044130451421159,315440150.0838767,291497901.87472725,12609074.916403227,82162097.54125214,3554244.095318804,0.1,0.1,5.0173225162565,5.068327251219567,4.789408521177055,12.127985163724427,"[-1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]",0.003276899118861381,0.0
W1,3980.9489086909025,3470.9489086909025,377.5023631746457,412.151478783261,271.2103870797347,160.47115307562302,243.49715092021376,248.8271035271813,1058.9054215899082,382.8430406593435,9.295,1.7,0.8,320,83.33,104.17,45,2,30.5,5,0.4318762219410193,1.1385378429609967,2.18402211221845,0.09852731333316318,1.109709420912324,2.240759407611423,0.09603254604048958,1.5,0.02505886929925839,0.016818362963413894,5.15,-2.56,0.7389417435579164,10.192103190352768,10.456877235519974,9.5,10,10.934628151873586,10.934628151873586,21.86925630374717,0.5,0.5,1.5326470962936494,1.4938396050742822,0.6130588385174598,0.5975358420297129,0.04511278195488722,0.042857142857142864,0,0,-0.36837,0.4,0.4,1.2,1322786964.7696867,1704480.0564414964,215469.1945767048,217660.62188884433,0.012513330301941196,0.0665306360736452,1.2249512670565301,1767.4453125,221.6754,17.234465641025572,0,1,0.045,3.144639203878076,4.716958805817114,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",26078544.863554895,9599746.255091006,15944720.398676155,1001848285.3232849,3765481.9061767394,198691748.0531012,6783448.240254737,39784761.41029625,20290228.319251087,251.54064745479744,0.0,-37444.66898412065,89722.381211106,-460.3227714160226,237294.25570475654,0.0,0.0,-8333.23359340751,25419.05129845551,0.0,0.0,0.17,2.8965469004273533e-05,0.0001277888338423832,0.0,0.00015675430284665677,0.15165736203658672,0.006044130451421159,315440150.0838767,291497901.87472725,12609074.916403227,82162097.54125214,3554244.095318804,0.1,0.1,5.0173225162565,5.068327251219567,4.789408521177055,12.317124904375799,"[-1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]",0.003276899118861381,0.0
W1,4006.6630911077614,3496.6630911077614,380.3605140723149,415.27196552446605,272.2784872791794,162.04990748190312,245.27150987778504,250.6403017447433,1066.8356248176879,386.0763174817029,9.295,1.7,0.8,320,83.33,104.17,45,2,30.5,5,0.4318762219410193,1.144224151732364,2.1949299833712175,0.09901939774606995,1.1152517491298837,2.2519506472814963,0.09651217059777838,1.5,0.024980070952063546,0.01674167701300523,5.15,-2.56,0.7391312147310374,10.243006589065681,10.509103020646982,9.5,10,11.044124629857151,11.044124629857151,22.088249259714303,0.5,0.5,1.5403017427166437,1.5013004315209972,0.6161206970866575,0.600520172608399,0.045112781954887216,0.042857142857142844,0,0,-0.36837,0.4,0.4,1.2,1332756767.799337,1716900.5691444953,217626.84617604723,219148.92386957267,0.012451144357214183,0.06679583144206125,1.2249512670565301,1767.4453125,221.6754,17.28883087521187,0,1,0.045,3.144639203878076,4.716958805817114,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",26268578.70791078,9672637.076602712,16104386.617027495,1008698641.5085088,3803188.4473513067,200681394.73463792,6851375.89911751,40183155.50210609,20493409.30607411,251.54064745479744,0.0,-37444.66898412065,89722.381211106,-460.3227714160226,237294.25570475654,0.0,0.0,-8333.23359340751,25419.05129845551,0.0,0.0,0.17,2.8965469004273533e-05,0.0001277888338423832,0.0,0.00015675430284665677,0.15165736203658672,0.006044130451421159,315440150.0838767,291497901.87472725,12609074.916403227,82162097.54125214,3554244.095318804,0.1,0.1,5.0173225162565,5.068327251219567,4.789408521177055,12.44046533965907,"[-1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]",0.003276899118861381,0.0
W1,4023.407500867656,3513.407500867656,382.2189062149227,417.30093049118506,272.9719877239852,163.07847271634117,246.42928442230817,251.82341902296395,1072.002331489036,388.181486889854,9.295,1.7,0.8,320,83.33,104.17,45,2,30.5,5,0.4318762219410193,1.1479136525704,2.2020074393057194,0.09933868147243846,1.1188478297202176,2.2592119638581316,0.09682336987963423,1.5,0.024929567411445107,0.016692533342657887,5.15,-2.56,0.739253239546882,10.276034716760023,10.542989164671281,9.5,10,11.115462052637604,11.115462052637604,22.230924105275207,0.5,0.5,1.5452683784601537,1.5061413092387546,0.6181073513840616,0.6024565236955018,0.045112781954887216,0.042857142857142864,0,0,-0.36837,0.4,0.4,1.2,1339252337.0763505,1725004.9909561572,219032.56540272693,220118.54771546077,0.01241112522560303,0.06696555670564568,1.2249512670565301,1767.4453125,221.6754,17.323855436927715,0,1,0.045,3.144639203878076,4.716958805817114,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",26392576.361629207,9720187.781794421,16208409.839801794,1013161626.0345185,3827754.4198729275,201977658.04025587,6895631.058808647,40442710.95342333,20625782.5862459,251.54064745479744,0.0,-37444.66898412065,89722.381211106,-460.3227714160226,237294.25570475654,0.0,0.0,-8333.23359340751,25419.05129845551,0.0,0.0,0.17,2.8965469004273533e-05,0.0001277888338423832,0.0,0.00015675430284665677,0.15165736203658672,0.006044130451421159,315440150.0838767,291497901.87472725,12609074.916403227,82162097.54125214,3554244.095318804,0.1,0.1,5.0173225162565,5.068327251219567,4.789408521177055,12.520822159711754,"[-1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]",0.003276899118861381,0.0
W1,4034.307588561346,3524.307588561346,383.4274847259729,418.62043857681937,273.42258190639575,163.74824776386208,247.18399890937283,252.59465359017182,1075.3668213323394,389.5517627962891,9.295,1.7,0.8,320,83.33,104.17,45,2,30.5,5,0.4318762219410193,1.1503097981939145,2.20660389172775,0.09954604022831955,1.1211833035814789,2.263927824539525,0.09702547819455105,1.5,0.024897027242210296,0.016660871859686614,5.15,-2.56,0.7393321078582116,10.297484828062833,10.564996514517782,9.5,10,11.161915135177287,11.161915135177287,22.323830270354573,0.5,0.5,1.548493959107193,1.509285216359683,0.6193975836428772,0.6037140865438733,0.045112781954887216,0.04285714285714285,0,0,-0.36837,0.4,0.4,1.2,1343482172.2099597,1730287.9923656099,219947.93336416193,220749.93615906412,0.012385272308902755,0.06707480188780601,1.2249512670565301,1767.4453125,221.6754,17.346497545249843,0,1,0.045,3.144639203878076,4.716958805817114,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",26473406.28319383,9751179.628648859,16276147.068947982,1016067780.6899067,3843751.1450802074,202821751.14009145,6924448.872878915,40611726.742524244,20711980.638687365,251.54064745479744,0.0,-37444.66898412065,89722.381211106,-460.3227714160226,237294.25570475654,0.0,0.0,-8333.23359340751,25419.05129845551,0.0,0.0,0.17,2.8965469004273533e-05,0.0001277888338423832,0.0,0.00015675430284665677,0.15165736203658672,0.006044130451421159,315440150.0838767,291497901.87472725,12609074.916403227,82162097.54125214,3554244.095318804,0.1,0.1,5.0173225162565,5.068327251219567,4.789408521177055,12.573148440211424,"[-1.0, -1.0, -1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]",0.003276899118861381,0.0
