name,mtom,oem,wing1_weight,wing2_weight,fuselage_weight,lg_weight,powertrain_weight,nacelle_weight,h2_weight,misc_weight,l_fuse,w_fuse,eff,diskloading,v_cruise,v_max,v_stall,loadfactor,h_hover,roc,cL_cruise,mac1,y_mac1,x_lemac1,mac2,y_mac2,x_lemac2,cLmax,cd,cd0,clalpha,cm,e,b1,b2,A1,A2,S1,S2,S,S1/S,S2/S,c_root1,c_root2,c_tip1,c_tip2,sweep_le1,sweep_le2,sweep1_1/4,sweep2_1/4,sweep_m,taper1,taper2,StotS,mission_energy,power_hover,power_climb,power_cruise,WP_hover,WP_cruise,TW,WS,ld_climb,ld_cr,ducted_bool,tandem_bool,G,n_max,n_ult,A_tot,l_cockpit,l_cabin,l_tail,l_fuselage,d_fuselage,upsweep,h_wings,x_rotor_loc,y_rotor_loc,takeoff_energy,trans2hor_energy,climb_energy,cruise_energy,descend_energy,hor_loiter_energy,trans2ver_energy,ver_loiter_energy,land_energy,Vx_cr,Vy_cr,Vz_cr,Mx_cr,Mz_cr,T_cr,Vx_vf,Vy_vf,Vz_vf,Mx_vf,Mz_vf,T_vf,thickness_to_chord,i_xx,i_zz,i_xz,j_y,area_enclosed,area,max_shear_cr,max_axial_cr,max_shear_vf,max_axial_vf,crit_buck_stress
W1,3210.5851238502223,2735.5851238502223,133.96924426776556,146.26563307337716,308.7343471160877,134.6229312299689,145.15752999643016,321.0573278056866,1229.4581042608434,316.3200061000629,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.910949875806235,1.7474471175321524,0.08188207445828233,0.8878841097912638,1.7928429140015905,0.07996522924508646,1.5,0.07,0.018,5.15,-2.56,0.63,8.154753215150045,8.366600265340756,9.5,10,7,7,14,0.5,0.5,1.2262786789699318,1.1952286093343936,0.49051147158797276,0.47809144373375745,0.04685811297907602,0.04460247388133165,0.1,0.1,-0.36837,0.4,0.4,1.2,1285723558.174,1126826.7530169315,192449.30220455982,218260.18440572033,0.014594421013711195,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.0,0,1,0.045,4.177486222100619,6.266229333150928,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19890129.37390677,7462288.790077298,14241248.363137426,1004607951.6068034,58202.71584152544,182566091.46307606,5852393.949490378,33804802.59050795,17240449.321159054,501.49669010724557,0.0,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,0.0,0.0,-6369.615706865474,19320.30365938326,0.0,0.0,0.17,1.8948812878499096e-05,8.359770387573131e-05,0.0,0.00010254651675423039,0.11394136380201823,0.0052421295388206945,58310006.52233725,55364189.08204553,11132704.248188876,82868949.51941349,4716425.250586039
W1,3003.274401464999,2528.274401464999,314.29829092552114,343.14621051544543,307.2890700851199,131.23541787021887,160.9752504309902,164.4988664258773,783.728799246545,323.10249596528104,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,1.0015478560721394,1.9212384354460756,0.09002560766787544,0.976188097961947,1.9711490439616244,0.0879181237495102,1.5,0.07,0.018,5.15,-2.56,0.63,8.965779365415019,9.198695538487579,9.5,10,8.461599960979129,8.461599960979129,16.923199921958258,0.5,0.5,1.3482374985586492,1.3140993626410826,0.5392949994234597,0.5256397450564331,0.04685811297907601,0.04460247388133165,0.1,0.1,-0.36837,0.4,0.4,1.2,1246779915.0668225,1126826.7530169315,178950.1272078985,212887.93069425106,0.014594421013711195,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.353291761140692,0,1,0.045,3.0702387168170113,4.605358075225517,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",19890129.37390677,7394792.915093992,13242309.41338449,979880542.8433306,3499354.6466340907,166051534.46880323,5775999.494002256,33804802.59050795,17240449.321159054,501.49669010724557,0.0,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,0.0,0.0,-6369.615706865474,19320.30365938326,0.0,0.0,0.17,1.8948812878499096e-05,8.359770387573131e-05,0.0,0.00010254651675423039,0.11394136380201823,0.0052421295388206945,58310006.52233725,55364189.08204553,11132704.248188876,82868949.51941349,4716425.250586039
W1,2869.4803007040678,2394.4803007040678,298.8114357128446,326.23789178618256,300.50098210530274,122.94300560079817,150.58091601353973,153.8770085667085,735.7473064456751,305.7817544730165,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9686728294875929,1.8581752834882188,0.08707058736861757,0.9441454856419766,1.9064476152386067,0.085032279964807,1.5,0.07,0.018,5.15,-2.56,0.63,8.671484656278354,8.896755537780164,9.5,10,7.915225909902203,7.915225909902203,15.830451819804406,0.5,0.5,1.303982655079452,1.270965076825738,0.5215930620317808,0.5083860307302952,0.04685811297907602,0.044602473881331664,0.1,0.1,-0.36837,0.4,0.4,1.2,1181092244.513477,1054066.4120947781,167395.13685215058,202360.9232465051,0.015089729609355014,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,14.124943738116356,0,1,0.045,3.0702387168170113,4.605358075225517,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",18605803.642061595,6917303.671862581,12387240.127059143,931426834.1771133,3273397.7846631436,155329419.2667556,5403037.3760683425,31621992.362843346,16127216.105050106,501.49669010724557,0.0,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,0.0,0.0,-6369.615706865474,19320.30365938326,0.0,0.0,0.17,1.8948812878499096e-05,8.359770387573131e-05,0.0,0.00010254651675423039,0.11394136380201823,0.0052421295388206945,58310006.52233725,55364189.08204553,11132704.248188876,82868949.51941349,4716425.250586039
W1,2782.6827356304548,2307.6827356304548,288.67877037583645,315.17519811840333,296.00427074928325,117.59125230043377,143.87262514276173,147.02187871945836,704.7899210176741,294.54881920660347,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9468501120494462,1.8163134360948514,0.08510902019394632,0.9228753317505276,1.8634982660347195,0.0831166327387204,1.5,0.07,0.018,5.15,-2.56,0.63,8.476129368442638,8.696325241495357,9.5,10,7.562607270586927,7.562607270586927,15.125214541173854,0.5,0.5,1.2746059200665623,1.2423321773564795,0.509842368026625,0.4969328709425918,0.04685811297907602,0.04460247388133165,0.1,0.1,-0.36837,0.4,0.4,1.2,1138748949.0987058,1007108.3759993322,159937.78237399785,195577.9108135067,0.015437513172236178,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,13.963741787102077,0,1,0.045,3.0702387168170113,4.605358075225517,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",17776926.078955878,6609141.878849034,11835395.895675842,900205985.3329144,3127569.8467237423,148409585.38065594,5162335.252161137,30213251.279979967,15408758.152789783,501.49669010724557,0.0,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,0.0,0.0,-6369.615706865474,19320.30365938326,0.0,0.0,0.17,1.8948812878499096e-05,8.359770387573131e-05,0.0,0.00010254651675423039,0.11394136380201823,0.0052421295388206945,58310006.52233725,55364189.08204553,11132704.248188876,82868949.51941349,4716425.250586039
W1,2726.1724773011492,2251.1724773011492,282.0439604193242,307.93141105432795,293.03462458198015,114.11935665851507,139.52068951871297,142.5746827996029,684.7107589249692,287.2369933437166,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9324197370125368,1.7886320916730873,0.08381192462961858,0.9088103419702055,1.8350978059013763,0.08184990195740519,1.5,0.07,0.018,5.15,-2.56,0.63,8.346949761141074,8.563789760873089,9.5,10,7.333849506843476,7.333849506843476,14.667699013686953,0.5,0.5,1.255180415209184,1.2233985372675844,0.5020721660836737,0.4893594149070338,0.046858112979076015,0.044602473881331664,0.1,0.1,-0.36837,0.4,0.4,1.2,1111302468.8787904,976644.8266309907,155099.89933645612,191182.56311445334,0.0156764282186147,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,13.852679240900512,0,1,0.045,3.0702387168170113,4.605358075225517,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",17239200.171665844,6409225.042978307,11477392.550897753,879975079.4507055,3032965.451904699,143920413.3722387,5006182.192015954,29299344.79892972,14942665.847454159,501.49669010724557,0.0,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,0.0,0.0,-6369.615706865474,19320.30365938326,0.0,0.0,0.17,1.8948812878499096e-05,8.359770387573131e-05,0.0,0.00010254651675423039,0.11394136380201823,0.0052421295388206945,58310006.52233725,55364189.08204553,11132704.248188876,82868949.51941349,4716425.250586039
W1,2689.292102608217,2214.292102608217,277.6973007249359,303.18579249516415,291.07784922539224,111.85895085737515,136.68732655353142,139.67929984664866,671.6399274985256,282.46565540664426,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9229034629806414,1.7703773160061345,0.08295654028900881,0.8995350253784326,1.8163688012449115,0.08101454201639187,1.5,0.07,0.018,5.15,-2.56,0.63,8.261760808028626,8.47638773914292,9.5,10,7.184914910429243,7.184914910429243,14.369829820858486,0.5,0.5,1.2423700463200942,1.2109125341632745,0.4969480185280377,0.4843650136653098,0.046858112979076015,0.044602473881331664,0.1,0.1,-0.36837,0.4,0.4,1.2,1093443771.9366248,956811.28587472,151950.15636859072,188323.22985874227,0.015838071546171274,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,13.777416873920691,0,1,0.045,3.0702387168170113,4.605358075225517,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",16889109.36087468,6279067.566442521,11244311.571275713,866814140.6711366,2971372.493786836,140997701.54656482,4904517.476419012,28704338.576241598,14639212.673883216,501.49669010724557,0.0,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,0.0,0.0,-6369.615706865474,19320.30365938326,0.0,0.0,0.17,1.8948812878499096e-05,8.359770387573131e-05,0.0,0.00010254651675423039,0.11394136380201823,0.0052421295388206945,58310006.52233725,55364189.08204553,11132704.248188876,82868949.51941349,4716425.250586039
W1,2665.183869110442,2190.183869110442,274.84873125348435,300.07576661293564,289.7905087161308,110.38373882740491,134.83818462981134,137.7896817252411,663.110323814808,279.34693353062585,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9166395661519899,1.7583614754550192,0.0823935006749261,0.8934297339598358,1.8040408089573605,0.08046468306237713,1.5,0.07,0.018,5.15,-2.56,0.63,8.205686885456755,8.418857108467682,9.5,10,7.087715501279683,7.087715501279683,14.175431002559366,0.5,0.5,1.2339378775122942,1.2026938726382406,0.4935751510049177,0.48107754905529626,0.04685811297907602,0.04460247388133167,0.1,0.1,-0.36837,0.4,0.4,1.2,1081793324.6391318,943867.2924086794,149894.5348889582,186458.1602155906,0.01594630170532367,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,13.72697827029026,0,1,0.045,3.0702387168170113,4.605358075225517,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",16660629.069680631,6194122.69721624,11092195.581782907,858229598.3327699,2931174.9891037783,139090247.7419444,4838167.880520578,28316018.772260383,14441169.573852794,501.49669010724557,0.0,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,0.0,0.0,-6369.615706865474,19320.30365938326,0.0,0.0,0.17,1.8948812878499096e-05,8.359770387573131e-05,0.0,0.00010254651675423039,0.11394136380201823,0.0052421295388206945,58310006.52233725,55364189.08204553,11132704.248188876,82868949.51941349,4716425.250586039
W1,2649.407672712001,2174.407672712001,272.98152813334906,298.03718195168824,288.9444964578083,109.41941142093567,133.62942399115892,136.55446230917448,657.5349964724719,277.3061719754141,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9125216963040753,1.750462292429452,0.08202335986427169,0.8894161309052044,1.79593641817397,0.08010320718413685,1.5,0.07,0.018,5.15,-2.56,0.63,8.168824031337442,8.381036618145194,9.5,10,7.0241774794690635,7.0241774794690635,14.048354958938127,0.5,0.5,1.228394591178563,1.1972909454493137,0.4913578364714252,0.4789163781797255,0.04685811297907603,0.04460247388133167,0.1,0.1,-0.36837,0.4,0.4,1.2,1074179643.938151,935405.9679381124,148550.80118162362,185239.43734505962,0.016018261413508216,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,13.693424994060697,0,1,0.045,3.0702387168170113,4.605358075225517,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",16511274.399192393,6138595.312833738,10992759.28744015,852620060.844867,2904898.389774306,137843369.36581933,4794795.990627359,28062179.038143374,14311711.30945312,501.49669010724557,0.0,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,0.0,0.0,-6369.615706865474,19320.30365938326,0.0,0.0,0.17,1.8948812878499096e-05,8.359770387573131e-05,0.0,0.00010254651675423039,0.11394136380201823,0.0052421295388206945,58310006.52233725,55364189.08204553,11132704.248188876,82868949.51941349,4716425.250586039
W1,2639.0765336079808,2164.0765336079808,271.7574270851213,296.7007265902849,288.38892130410864,108.78836483022374,132.8384226415227,135.7461465897821,653.8867158588266,275.9698087081108,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9098169131692425,1.7452737901659994,0.0817802364390186,0.8867798344089522,1.790613127171923,0.07986577523625528,1.5,0.07,0.018,5.15,-2.56,0.63,8.144611020774663,8.356194593468974,9.5,10,6.98259880839201,6.98259880839201,13.96519761678402,0.5,0.5,1.2247535369585958,1.1937420847812819,0.48990141478343835,0.47749683391251274,0.046858112979076015,0.04460247388133165,0.1,0.1,-0.36837,0.4,0.4,1.2,1069198227.9634407,929868.9584906589,147671.47475249838,184442.11310733363,0.016065881899227342,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,13.671213477937746,0,1,0.045,3.0702387168170113,4.605358075225517,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",16413538.137642393,6102258.725933208,10927689.13168488,848950136.9354315,2887703.2356066154,137027424.13496968,4766413.842545454,27896068.754719768,14226995.064907081,501.49669010724557,0.0,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,0.0,0.0,-6369.615706865474,19320.30365938326,0.0,0.0,0.17,1.8948812878499096e-05,8.359770387573131e-05,0.0,0.00010254651675423039,0.11394136380201823,0.0052421295388206945,58310006.52233725,55364189.08204553,11132704.248188876,82868949.51941349,4716425.250586039
W1,2632.307947180664,2157.307947180664,270.95485737507033,295.82449288927586,288.0242539179874,108.37512009460376,132.32043054962867,135.21681607651374,651.4976864148244,275.0942898627599,10.74,1.38,0.8,320,83.33,104.17,45,2,30.5,5,0.58,0.9080413038172886,1.7418676933802795,0.08162063317101569,0.8850491844899306,1.7871185456046677,0.07970990825317559,1.5,0.07,0.018,5.15,-2.56,0.63,8.128715902441304,8.339886546155116,9.5,10,6.95537076027391,6.95537076027391,13.91074152054782,0.5,0.5,1.2223632936001962,1.191412363736445,0.4889453174400785,0.47656494549457806,0.04685811297907602,0.04460247388133165,0.1,0.1,-0.36837,0.4,0.4,1.2,1065936509.6232466,926243.0138474007,147095.64243983573,183920.065708644,0.016097297573853305,0.06285813861608884,1.2237037037037035,1860.46875,221.6754,13.65655744875699,0,1,0.045,3.0702387168170113,4.605358075225517,7.84,2.103,3.25,3.942,9.295,1.7,0.1745,0.3,"[1.19, 1.19, 1.19, 1.19, 1.19, 1.19, 9.55, 9.55, 9.55, 9.55, 9.55, 9.55]","[4.2, 2.99, 1.78, -1.78, -2.99, -4.2, 4.2, 2.99, 1.78, -1.78, -2.99, -4.2]",16349534.946500598,6078463.48883336,10885077.540547844,846547257.2289598,2876442.8832926042,136493097.38926548,4747827.618559676,27787290.41542202,14171518.111865232,501.49669010724557,0.0,-6370.932572819003,12305.819653227862,-601.9455727576116,32552.8842674665,0.0,0.0,-6369.615706865474,19320.30365938326,0.0,0.0,0.17,1.8948812878499096e-05,8.359770387573131e-05,0.0,0.00010254651675423039,0.11394136380201823,0.0052421295388206945,58310006.52233725,55364189.08204553,11132704.248188876,82868949.51941349,4716425.250586039
