name,mtom,oem,wing1_weight,wing2_weight,fuselage_weight,lg_weight,nacelle_weight,powertrain_weight,h2_weight,misc_weight,l_fuse,w_fuse,eff,diskloading,v_cruise,v_max,v_stall,loadfactor,h_hover,roc,cL_cruise,mac1,y_mac1,x_lemac1,mac2,y_mac2,x_lemac2,cLmax,cd,cd0,clalpha,cm,e,b1,b2,A1,A2,S1,S2,S,S1/S,S2/S,c_root1,c_root2,c_tip1,c_tip2,sweep_le1,sweep1_1/4,sweep2_1/4,sweep_le2,sweep_m,taper1,taper2,StotS,mission_energy,WP_hover,power_hover,power_climb,power_cruise,WP_cruise,TW,WS,ld_climb,ld_cr,ducted_bool,tandem_bool,G,n_max,n_ult,A_tot,l_cockpit,l_cabin,l_tail,l_fuselage,d_fuselage,upsweep,h_wings,x_rotor_loc,y_rotor_loc,takeoff_energy,trans2hor_energy,climb_energy,cruise_energy,descend_energy,hor_loiter_energy,trans2ver_energy,ver_loiter_energy,land_energy,Vx_cr,Vz_cr,Mx_cr,Mz_cr,T_cr,Vz_vf,Mx_vf,T_vf
L1,4170.479653958134,3695.479653958134,59.74737219790734,222.10893754184997,293.88995086650806,167.05797664095036,402.144941265141,276.09476152305064,1890.4074812762635,384.02823264646287,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.416,1.0844248988594076,1.270028391164191,0.09606108235399435,1.2866640696878504,2.676013829552713,0.1160164590654791,1.5,0.07,0.017,5.17,1.11,0.75,5.926799158766224,12.488064537912658,5.8,10.3,6.056370391095175,15.140947175055501,21.197317566150677,0.285714,0.714286,1.459802748464587,1.7320477861182604,0.5839210993858348,0.6928191144473042,0.07563695663995235,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,2068861947.508743,0.007141328857834198,1932663.3306613546,272255.2997257915,358945.8735742901,0.050870607832346856,1.2237037037037035,1860.46875,251.9211,13.59,1,1,0.045,4.199523015039315,6.299284522558972,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",34114315.78114323,12509745.70815289,20146892.17970857,1652156025.4841025,3898619.6952077993,248665330.978356,9821368.803112494,57979899.919840634,29569748.959118728,477.6125777021106,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,-10424.408752057077,27853.874739171577,0.0
L1,4296.034271361162,3821.0342713611617,61.4160639921457,228.31224570200482,298.12547449669154,173.01918615832534,417.04796504608095,286.326512254084,1960.4637837638588,396.3230399479706,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.416,1.1043358703190678,1.2933472019698309,0.09782484623579582,1.310288325822757,2.725147739187138,0.11814662078320909,1.5,0.07,0.017,5.17,1.11,0.75,6.035620275859211,12.717356116206643,5.8,10.3,6.280812433510831,15.702053066642575,21.982865500153405,0.285714,0.714286,1.486605979275668,1.7638496693767882,0.5946423917102672,0.7055398677507153,0.07563695663995237,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,2145531564.951167,0.0070125720195443235,2004285.585778588,282344.76446836867,372247.99015225534,0.05087061134256699,1.2237037037037035,1860.46875,251.9211,13.59,1,1,0.045,4.199523015039315,6.299284522558972,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",35378552.644989975,12973342.333776476,20893512.57065928,1713383006.1347904,4043098.0065542944,257880578.9170896,10185337.307537032,60128567.57335764,30665569.4624124,477.6125777021106,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,-10424.408752057077,27853.874739171577,0.0
L1,4401.678994180527,3926.6789941805273,62.810673476539606,233.49666167662687,301.6450877655988,178.04137085444646,429.6034267758548,294.9465316958012,2019.4846400505821,406.65060188507687,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.416,1.1208359291468446,1.3126713093277467,0.09928646290613227,1.3298655532211376,2.7658646073243474,0.11991186833662126,1.5,0.07,0.017,5.17,1.11,0.75,6.125799443529485,12.907368167513619,5.8,10.3,6.469899796956232,16.17477213706251,22.644671934018746,0.285714,0.714286,1.5088175969284447,1.7902036293361467,0.6035270387713779,0.7160814517344587,0.07563695663995236,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,2210123990.0713573,0.006909338488348924,2064625.7218706082,290844.9111709019,383454.7236363176,0.05087061134256699,1.2237037037037035,1860.46875,251.9211,13.59,1,1,0.045,4.199523015039315,6.299284522558972,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",36443643.716085084,13363912.044771202,21522523.42664674,1764965357.7225592,4164817.728374322,265644217.6608675,10491972.571314162,61938771.656118244,31588773.544620305,477.6125777021106,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,-10424.408752057077,27853.874739171577,0.0
L1,4490.481383584169,4015.4813835841687,63.976470491791964,237.83047464482686,304.5736116907782,182.26715976722107,440.16789904893204,302.19962667115,2069.146230615247,415.3199106542214,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.416,1.1345335913507202,1.328713379101132,0.1004998362419969,1.3461177527187564,2.799666056856414,0.12137730339629221,1.5,0.07,0.017,5.17,1.11,0.75,6.200662435805282,13.06510826532993,5.8,10.3,6.629002524621844,16.572529513086646,23.20153203770849,0.285714,0.714286,1.527256757587508,1.8120815901983258,0.6109027030350033,0.7248326360793304,0.07563695663995236,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,2264473634.7853265,0.0068259193764009345,2115397.38669805,297997.142294593,392884.3430093259,0.05087061134256699,1.2237037037037035,1860.46875,251.9211,13.59,1,1,0.045,4.199523015039315,6.299284522558972,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",37339837.36718778,13692546.942580083,22051788.529799882,1808368008.6849556,4267235.6763503,272176732.992608,10749982.974423371,63461921.6009415,32365580.016480166,477.6125777021106,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,-10424.408752057077,27853.874739171577,0.0
L1,4565.065354131179,4090.0653541311794,64.9511580058134,241.45384417909713,307.0128135807141,185.81925534336673,449.0481379818494,308.29640223355847,2110.8905580746327,422.59318473214717,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.416,1.145920860873047,1.3420496235993957,0.10150854918885187,1.359628684237979,2.827766196160336,0.1225955626688284,1.5,0.07,0.017,5.17,1.11,0.75,6.262898243463845,13.196242248748232,5.8,10.3,6.7627404151694,16.90687470753862,23.66961512270802,0.285714,0.714286,1.5425857742521787,1.8302693826280485,0.6170343097008715,0.7321077530512194,0.07563695663995235,0.1,0.1,0.04335420758452166,-0.209,0.4,0.4,1.2,2310158626.7568784,0.0067580887029829355,2158074.815634909,304009.1341518373,400810.65214378,0.05087061134256699,1.2237037037037035,1860.46875,251.9211,13.59,1,1,0.045,4.199523015039315,6.299284522558972,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",38093155.99458736,13968789.459840024,22496675.92723596,1844851223.4547381,4353325.717152768,277667806.7991658,10966860.255896954,64742244.46904727,33018544.67921411,477.6125777021106,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,-10424.408752057077,27853.874739171577,0.0
L1,4627.6655428941685,4152.6655428941685,65.7661701084373,244.48362549898397,309.0461096712746,188.80261416524718,456.5065350302959,313.4170046411302,2145.9510751467997,428.6924086320001,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.416,1.1553981694622413,1.3531490100048176,0.10234807299712884,1.3708734578058732,2.8511531627251,0.12360948607204947,1.5,0.07,0.017,5.17,1.11,0.75,6.314695380022481,13.305381426050467,5.8,10.3,6.875065128013322,17.187686882785314,24.062752010798636,0.285714,0.714286,1.5553436896607096,1.8454065778155986,0.6221374758642839,0.7381626311262395,0.07563695663995235,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,2348528856.640658,0.0067026545731702445,2193919.032487911,309058.5278294268,407467.855975802,0.050870611342567006,1.2237037037037035,1860.46875,251.9211,13.59,1,1,0.045,4.199523015039315,6.299284522558972,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",38725858.500632554,14200801.953079343,22870331.059377585,1875493000.4848745,4425631.621427673,282279688.18895847,11149012.660605542,65817570.97463734,33566961.19706504,477.6125777021106,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,-10424.408752057077,27853.874739171577,0.0
L1,4680.1786088747895,4205.1786088747895,66.44773462642647,247.01731970825153,310.74215465355184,191.30662171576674,462.7665539013452,317.714854097833,2175.3782425495106,433.8051276221034,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.416,1.1632931136537814,1.3623952042599095,0.1030474269910858,1.3802407648772341,2.870635360028325,0.12445412129813611,1.5,0.07,0.017,5.17,1.11,0.75,6.357844286546245,13.396298346798847,5.8,10.3,6.969342064132539,17.423379553052964,24.392721617185504,0.285714,0.714286,1.5659714991493214,1.8580164142578153,0.6263885996597286,0.7432065657031262,0.07563695663995235,0.1,0.1,0.04335420758452167,-0.209,0.4,0.4,1.2,2380733948.6461844,0.006657165535911059,2224003.978684831,313296.61002104863,413055.4133753587,0.050870611342567006,1.2237037037037035,1860.46875,251.9211,13.59,1,1,0.045,4.199523015039315,6.299284522558972,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",39256901.51186887,14395535.831761736,23183949.1415576,1901211409.0390413,4486319.772287572,286150555.39321333,11301897.722030409,66720119.36054493,34027260.87387791,477.6125777021106,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,-10424.408752057077,27853.874739171577,0.0
L1,4724.210050259718,4249.210050259718,67.01774804660597,249.1363262935337,312.1576336804592,193.40714435499157,468.0178604950037,321.32016674232216,2200.063643887388,438.08952675941356,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.416,1.1698748082983246,1.3701033812570766,0.10363045004039362,1.3880499087153158,2.8868768774531044,0.1251582594160576,1.5,0.07,0.017,5.17,1.11,0.75,6.39381577919969,13.472092094781154,5.8,10.3,7.0484276238522305,17.621093729151927,24.669521353004157,0.285714,0.714286,1.5748314727092834,1.8685287232706176,0.6299325890837134,0.7474114893082471,0.07563695663995236,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,2407749651.8703575,0.006619712442259718,2249241.167196255,316851.78603820986,417742.6160210943,0.05087061134256699,1.2237037037037035,1860.46875,251.9211,13.59,1,1,0.045,4.199523015039315,6.299284522558972,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",39702374.55657778,14558891.138223002,23447032.16682753,1922785664.8361745,4537228.897856091,289397687.85265154,11430147.548056522,67477235.01588765,34413389.85810271,477.6125777021106,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,-10424.408752057077,27853.874739171577,0.0
L1,4761.116009519173,4286.116009519173,67.49449880751762,250.90863193783218,313.3394660748775,195.1684020103887,472.421004629804,324.3431689117011,2220.761993560463,441.67884358658887,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.416,1.1753650565916118,1.3765333066620993,0.10411679002945147,1.394564057569762,2.9004250543494186,0.12574562988961224,1.5,0.07,0.017,5.17,1.11,0.75,6.423822097756463,13.535316920297285,5.8,10.3,7.114739714417974,17.786874187658835,24.901613902076807,0.285714,0.714286,1.5822221915656316,1.877297769805449,0.6328888766262527,0.7509191079221796,0.07563695663995237,0.1,0.1,0.04335420758452167,-0.209,0.4,0.4,1.2,2430401925.752571,0.006588791100218497,2270402.182381908,319832.74937542004,421672.767207299,0.050870611342567006,1.2237037037037035,1860.46875,251.9211,13.59,1,1,0.045,4.199523015039315,6.299284522558972,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",40075897.219754666,14695862.184705421,23667623.453781083,1940875364.262703,4579915.458554251,292120361.15094286,11537683.160229307,68112065.47145724,34737153.39044319,477.6125777021106,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,-10424.408752057077,27853.874739171577,0.0
L1,4792.040043147577,4317.040043147577,67.89326696359936,252.3910397528481,314.3265647173737,196.6446403807669,476.11160055265464,326.87696729293106,2238.1107885520796,444.6851749353239,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.416,1.1799471545049411,1.3818996482567483,0.10452268377596109,1.4000006910840543,2.9117322065527023,0.12623584251342318,1.5,0.07,0.017,5.17,1.11,0.75,6.448865025198158,13.588083630579275,5.8,10.3,7.170320709176559,17.925826869088972,25.09614757826553,0.285714,0.714286,1.588390400295113,1.8846163149208424,0.6353561601180453,0.753846525968337,0.07563695663995236,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,2449388446.991396,0.006563204796767187,2288138.7710505174,322331.31194836064,424966.9132765491,0.05087061134256699,1.2237037037037035,1860.46875,251.9211,13.59,1,1,0.045,4.199523015039315,6.299284522558972,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",40388973.77950608,14810667.598796077,23852517.084178686,1956037659.4102743,4615694.17531894,294402432.0226437,11627816.592089841,68644163.13151552,35008523.197072916,477.6125777021106,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,-10424.408752057077,27853.874739171577,0.0
