name,mtom,oem,wing1_weight,wing2_weight,fuselage_weight,lg_weight,nacelle_weight,powertrain_weight,h2_weight,misc_weight,l_fuse,w_fuse,eff,diskloading,v_cruise,v_max,v_stall,loadfactor,h_hover,roc,cL_cruise,mac1,y_mac1,x_lemac1,mac2,y_mac2,x_lemac2,cLmax,cd,cd0,clalpha,cm,e,b1,b2,A1,A2,S1,S2,S,S1/S,S2/S,c_root1,c_root2,c_tip1,c_tip2,sweep_le1,sweep1_1/4,sweep2_1/4,sweep_le2,sweep_m,taper1,taper2,StotS,mission_energy,WP_hover,power_hover,power_climb,power_cruise,WP_cruise,TW,WS,ld_climb,ld_cr,ducted_bool,tandem_bool,G,n_max,n_ult,A_tot,l_cockpit,l_cabin,l_tail,l_fuselage,d_fuselage,upsweep,h_wings,x_rotor_loc,y_rotor_loc,takeoff_energy,trans2hor_energy,climb_energy,cruise_energy,descend_energy,hor_loiter_energy,trans2ver_energy,ver_loiter_energy,land_energy,Vx_cr,Vy_cr,Vz_cr,Mx_cr,Mz_cr,T_cr,Vx_vf,Vy_vf,Vz_vf,Mx_vf,Mz_vf,T_vf,thickness_to_chord,i_xx,i_zz,i_xz,j_y,area_enclosed,area,max_shear_cr,max_axial_cr,max_shear_vf,max_axial_vf,crit_buck_stress
L1,4021.449416023759,3546.449416023759,51.45921564751772,191.2978853003528,293.889436805373,167.05725863959938,402.143146261765,225.34027983686406,1831.23544420186,384.02674933042715,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.416,0.8812989698764242,1.0321366781821968,0.07806767717417126,1.0456555605008826,2.1747624782340473,0.09428510392838768,1.5,0.07,0.017,5.17,1.11,0.75,4.8166378315169185,10.14889156509222,5.8,10.3,4,10,14,0.285714,0.714286,1.1863639979105711,1.407613254520419,0.47454559916422845,0.5630453018081676,0.07563695663995235,0.1,0.1,0.04335420758452167,-0.209,0.4,0.4,1.2,2126274705.7285557,0.007141328857834198,1932663.3306613546,319104.13524833624,358945.8735742901,0.050870607832346856,1.2237037037037035,1860.46875,251.9211,13.59,1,1,0.045,4.199523015039315,6.299284522558972,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",34114315.78114323,12743989.885765612,23613706.00837688,1652156025.4841025,95718.8996198107,305979038.2637072,10022262.526881063,57979899.919840634,29569748.959118728,477.6125777021106,0.0,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,0.0,0.0,-10424.408752057077,27853.874739171577,0.0,0.0,0.17,3.0951315342512e-05,0.00013654992062872942,0.0,0.0001675012359712414,0.1585811959970267,0.006180020131962172,41772088.29567829,91734292.66370802,15422378.060058782,86138790.3238964,3400542.605672532
L1,3785.6103620305544,3310.6103620305544,131.05644423144327,487.19812295406894,292.0002568475028,163.6699245271415,282.1382490480117,276.09476152305064,1288.4310571177616,390.02154578157416,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0844248988594076,1.270028391164191,0.09606108235399435,1.2866640696878504,2.676013829552713,0.1160164590654791,1.5,0.027702900149506736,0.017238819696742798,5.17,1.11,0.780952380952381,5.926799158766224,12.488064537912658,5.8,10.3,6.056370391095175,15.140947175055501,21.197317566150677,0.285714,0.714286,1.459802748464587,1.7320477861182604,0.5839210993858348,0.6928191144473042,0.07563695663995235,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,1784938931.391414,0.007141328857834198,1932663.3306613546,272255.2997257915,297261.0245188141,0.050870607832346856,1.2237037037037035,1860.46875,251.9211,16.410070677011547,1,1,0.045,3.078278478824067,4.6174177182361005,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",34114315.78114323,12509745.70815289,20146892.17970857,1368233009.3667734,3898619.6952077993,248665330.978356,9821368.803112494,57979899.919840634,29569748.959118728,477.6125777021106,0.0,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,0.0,0.0,-10424.408752057077,27853.874739171577,0.0,0.0,0.17,3.0951315342512e-05,0.00013654992062872942,0.0,0.0001675012359712414,0.1585811959970267,0.006180020131962172,41772088.29567829,91734292.66370802,15422378.060058782,86138790.3238964,3400542.605672532
L1,3624.1814734226964,3149.1814734226964,125.19576258713712,465.41122713920254,285.23817590102584,154.2363812813281,265.59217054068245,259.9031050743522,1222.9251244281973,370.67952647077055,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0521462976934794,1.2322251832602475,0.0932017627569127,1.2483656901655182,2.5963605652192463,0.1125631549087812,1.5,0.028196189279533733,0.017732108826769795,5.17,1.11,0.780952380952381,5.750384188547822,12.116349304356483,5.8,10.3,5.701192813086345,14.253001986910661,19.954194799997005,0.285714,0.714286,1.4163507853566069,1.680492275222813,0.5665403141426427,0.6721969100891253,0.07563695663995237,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,1703195197.0023456,0.007360416361636754,1819321.7355204653,256288.80961500615,284810.7991007622,0.05148444062185706,1.2237037037037035,1860.46875,251.9211,16.122978353730108,1,1,0.045,3.078278478824067,4.6174177182361005,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",32113671.951236434,11776108.084426805,18965371.911510456,1310927113.2486708,3669984.0254083816,234082281.3482482,9245391.813767532,54579652.065613955,27835622.55346312,477.6125777021106,0.0,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,0.0,0.0,-10424.408752057077,27853.874739171577,0.0,0.0,0.17,3.0951315342512e-05,0.00013654992062872942,0.0,0.0001675012359712414,0.1585811959970267,0.006180020131962172,41772088.29567829,91734292.66370802,15422378.060058782,86138790.3238964,3400542.605672532
L1,3518.2934165955107,3043.2934165955107,121.13305384591868,450.30823785517134,280.50662050055104,147.77923868335236,254.26658633810388,248.8201183468488,1183.093488975283,357.38607205028154,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0294686919258151,1.205666218043887,0.09119292345644084,1.2214588379173918,2.5403994869378064,0.11013700670431399,1.5,0.02857114195697221,0.018107061504208273,5.17,1.11,0.780952380952381,5.626442350871473,11.855197605709764,5.8,10.3,5.458078194427605,13.645214589361794,19.1032927837894,0.285714,0.714286,1.3858232391309049,1.6442715125811045,0.554329295652362,0.6577086050324419,0.07563695663995236,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,1647255565.3148444,0.007522554969487777,1741740.8284279415,245359.9464351754,276291.58527050086,0.05071560737305529,1.2237037037037035,1860.46875,251.9211,15.911388844598202,1,1,0.045,3.078278478824067,4.6174177182361005,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",30744256.22261275,11273942.288585272,18156636.03620298,1271714876.8134172,3513485.7633652426,224100365.90870705,8851142.754168028,52252224.85283825,26648634.674947508,477.6125777021106,0.0,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,0.0,0.0,-10424.408752057077,27853.874739171577,0.0,0.0,0.17,3.0951315342512e-05,0.00013654992062872942,0.0,0.0001675012359712414,0.1585811959970267,0.006180020131962172,41772088.29567829,91734292.66370802,15422378.060058782,86138790.3238964,3400542.605672532
L1,3448.655632164541,2973.655632164541,118.44428506024114,440.3128262359897,277.3542893446478,143.54372490231768,246.8376551598876,241.55031714498574,1156.9717432144323,348.64079110203926,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.0143181653544506,1.1879226205785778,0.08985085174432045,1.2034828229838275,2.5030128328019416,0.108516137940017,1.5,0.02883594909737637,0.018371868644612432,5.17,1.11,0.780952380952381,5.543638896033363,11.680726553075727,5.8,10.3,5.298609001657586,13.246541049294015,18.5451500509516,0.285714,0.714286,1.3654282995156066,1.620073030939768,0.5461713198062427,0.6480292123759073,0.07563695663995235,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,1610569858.5736997,0.007634916822841695,1690852.2200149002,238191.24140708352,270705.0946208178,0.05014639959160285,1.2237037037037035,1860.46875,251.9211,15.765270908075001,1,1,0.045,3.078278478824067,4.6174177182361005,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",29845998.347315155,10944550.43818416,17626151.86412418,1246001378.2954457,3410831.9136888436,217552804.07871848,8592538.069548372,50725566.60044701,25870038.966227975,477.6125777021106,0.0,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,0.0,0.0,-10424.408752057077,27853.874739171577,0.0,0.0,0.17,3.0951315342512e-05,0.00013654992062872942,0.0,0.0001675012359712414,0.1585811959970267,0.006180020131962172,41772088.29567829,91734292.66370802,15422378.060058782,86138790.3238964,3400542.605672532
L1,3402.117520932278,2927.117520932278,116.66529024367433,433.6994701323726,275.2590756542252,140.7582191099178,241.95198322064854,236.76929779190067,1139.136330112049,342.8778546674894,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.004229766836006,1.1761075538521688,0.08895719605463691,1.1915129946369984,2.478117891730604,0.10743683749700578,1.5,0.02901905466185203,0.018554974209088092,5.17,1.11,0.780952380952381,5.488501917976787,11.564550161409485,5.8,10.3,5.193733328212909,12.9843514986171,18.17808482683001,0.285714,0.714286,1.3518477630484698,1.6039598004728826,0.540739105219388,0.6415839201891531,0.07563695663995235,0.1,0.1,0.04335420758452166,-0.209,0.4,0.4,1.2,1586447145.5595782,0.007711616484719555,1657385.0845433048,233476.7084337358,267031.94165097346,0.04975203917594579,1.2237037037037035,1860.46875,251.9211,15.665794585969664,1,1,0.045,3.078278478824067,4.6174177182361005,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",29255254.781348277,10727924.32038707,17277276.42409645,1229094590.2295365,3343321.120980268,213246768.88525626,8422465.468161669,49721552.53629914,25357991.793512564,477.6125777021106,0.0,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,0.0,0.0,-10424.408752057077,27853.874739171577,0.0,0.0,0.17,3.0951315342512e-05,0.00013654992062872942,0.0,0.0001675012359712414,0.1585811959970267,0.006180020131962172,41772088.29567829,91734292.66370802,15422378.060058782,86138790.3238964,3400542.605672532
L1,3368.5884735717677,2893.5884735717677,115.47154417132049,429.2617574418964,273.84878389421004,138.89669839290931,238.68694620072375,233.57419886284106,1124.8272719017764,339.0212727060904,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.4546065494115993,0.9974309296273938,1.1681450695059288,0.08835493797139406,1.1834462123626528,2.4613405359042484,0.1067094685297906,1.5,0.029145645527277577,0.01868156507451364,5.17,1.11,0.780952380952381,5.451343657694333,11.486255834219824,5.8,10.3,5.123646150738661,12.80913330962611,17.93277946036477,0.285714,0.714286,1.3426954821907224,1.5931006704881865,0.537078192876289,0.6372402681952747,0.07563695663995235,0.1,0.1,0.04335420758452167,-0.209,0.4,0.4,1.2,1570328099.146017,0.007764181553174417,1635019.3920398874,230326.04156926478,264577.62492343393,0.04948295938914763,1.2237037037037035,1860.46875,251.9211,15.597751951869805,1,1,0.045,3.078278478824067,4.6174177182361005,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",28860467.813219465,10583155.637003012,17044127.076125592,1217797861.4791179,3298204.453267142,210369096.27632892,8308807.951548105,49050581.76119662,25015796.698210277,477.6125777021106,0.0,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,0.0,0.0,-10424.408752057077,27853.874739171577,0.0,0.0,0.17,3.0951315342512e-05,0.00013654992062872942,0.0,0.0001675012359712414,0.1585811959970267,0.006180020131962172,41772088.29567829,91734292.66370802,15422378.060058782,86138790.3238964,3400542.605672532
L1,3344.4127898275983,2869.4127898275983,114.60903323133206,426.0554007193865,272.82759770524785,137.55553918746486,236.33460361577195,231.27224417500906,1114.5183076149704,336.2400635784157,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.4546065494115993,0.9925037460300051,1.1623745794851408,0.08791847566790044,1.1776001366167126,2.449181822598029,0.10618233714915207,1.5,0.029239041733555054,0.018774961280791116,5.17,1.11,0.780952380952381,5.42441470426399,11.429515172124134,5.8,10.3,5.073150842040584,12.682894861147162,17.756045703187745,0.285714,0.714286,1.3360627350403915,1.5852309531378825,0.5344250940161567,0.6340923812551531,0.07563695663995235,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,1558715902.8755586,0.007802726040436022,1618905.7092250634,228056.09859738935,262809.5948562214,0.04929862522924858,1.2237037037037035,1860.46875,251.9211,15.547929154254316,1,1,0.045,3.078278478824067,4.6174177182361005,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",28576037.89973114,10478854.970023267,16876151.296206813,1209659972.8896904,3265699.5052052857,208295835.91749695,8226921.769309315,48567171.276751906,24769257.351143472,477.6125777021106,0.0,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,0.0,0.0,-10424.408752057077,27853.874739171577,0.0,0.0,0.17,3.0951315342512e-05,0.00013654992062872942,0.0,0.0001675012359712414,0.1585811959970267,0.006180020131962172,41772088.29567829,91734292.66370802,15422378.060058782,86138790.3238964,3400542.605672532
L1,3326.9711124703817,2851.9711124703817,113.98583645614877,423.7386867196984,272.0885808331376,136.58851377654923,234.63847757376828,229.6124496712147,1107.0852726917087,334.23329474815586,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.4546065494115993,0.9889358328078655,1.1581960041922885,0.08760242094965821,1.1733668275590547,2.4403773538559954,0.1058006263836385,1.5,0.029307559075887512,0.018843478623123574,5.17,1.11,0.780952380952381,5.404914686230679,11.388427651327978,5.8,10.3,5.036741856108979,12.591872268886572,17.62861412499555,0.285714,0.714286,1.331259774933665,1.5795322678679582,0.532503909973466,0.6318129071471833,0.07563695663995236,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,1550343625.8420737,0.007830876956283983,1607287.147698503,226419.38572525457,261534.8984125826,0.04916350515839268,1.2237037037037035,1860.46875,251.9211,15.511580075108407,1,1,0.045,3.078278478824067,4.6174177182361005,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",28370953.408008467,10403650.329936229,16755034.543668838,1203792800.2459433,3242262.2349478053,206800938.48675513,8167878.80207148,48218614.43095509,24591493.359787095,477.6125777021106,0.0,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,0.0,0.0,-10424.408752057077,27853.874739171577,0.0,0.0,0.17,3.0951315342512e-05,0.00013654992062872942,0.0,0.0001675012359712414,0.1585811959970267,0.006180020131962172,41772088.29567829,91734292.66370802,15422378.060058782,86138790.3238964,3400542.605672532
L1,3314.3824051342503,2839.3824051342503,113.53554797289709,422.06475374284577,271.55398992954497,135.8908480810552,233.4147982977298,228.41498197926396,1101.7227287124003,332.7847564185133,10,1.7,0.6,1200,83.33,104.17,45,2,30.5,5,0.4546065494115993,0.9863537282110958,1.1551719624626102,0.08737369163647313,1.1703031749148431,2.434005545520006,0.10552438168235125,1.5,0.029357616834098068,0.01889353638133413,5.17,1.11,0.780952380952381,5.39080249149218,11.358692545760027,5.8,10.3,5.0104743969445344,12.526203529039261,17.536677925983795,0.285714,0.714286,1.327783864899552,1.5754081200776735,0.5311135459598207,0.6301632480310695,0.07563695663995236,0.1,0.1,0.043354207584521666,-0.209,0.4,0.4,1.2,1544303695.6645708,0.007851376846746435,1598904.8738548476,225238.5704008871,260615.32571384875,0.049064848411561814,1.2237037037037035,1860.46875,251.9211,15.48513123461664,1,1,0.045,3.078278478824067,4.6174177182361005,2.09,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9, 6.9]","[1.91, 1.64, 1.37, 1.1, 0.82, 0.55, -1.91, -1.64, -1.37, -1.1, -0.82, -0.55, 4.16, 3.89, 3.62, 3.35, 3.07, 2.8, 2.53, 2.26, 1.99, 1.71, 1.44, 1.17, -4.16, -3.89, -3.62, -3.35, -3.07, -2.8, -2.53, -2.26, -1.99, -1.71, -1.44, -1.17]",28222994.09593903,10349393.53695183,16667654.209665647,1199560191.1342819,3225353.2899810076,205722436.67704234,8125281.93508428,47967146.21564543,24463244.56997917,477.6125777021106,0.0,-11364.921963732802,28572.650279261365,-1090.5884025637883,-23747.275255611545,0.0,0.0,-10424.408752057077,27853.874739171577,0.0,0.0,0.17,3.0951315342512e-05,0.00013654992062872942,0.0,0.0001675012359712414,0.1585811959970267,0.006180020131962172,41772088.29567829,91734292.66370802,15422378.060058782,86138790.3238964,3400542.605672532
