name,mtom,oem,wing_weight,fuselage_weight,lg_weight,hortail_weight,nacelle_weight,powertrain_weight,h2_weight,misc_weight,l_fuse,w_fuse,eff,v_cruise,v_max,v_stall,loadfactor,h_hover,roc,cL_cruise,mac,y_mac,x_lemac,cLmax,cd,cd0,clalpha,cm,e,A,A_h,S,S_h,c_root,c_tip,t_r_h,sweep_le,sweep_1/4,sweep_m,b,taper,StotS,diskloading,mission_energy,wp_hover,power_hover,power_climb,power_cruise,wp_cruise,tw,WP_hover,WP_cruise,TW,WS,ld_climb,ld_cr,ducted_bool,tandem_bool,G,n_max,n_ult,A_tot,l_cockpit,l_cabin,l_tail,l_fuselage,d_fuselage,upsweep,h_wings,x_rotor_loc,y_rotor_loc,ww,w_eng,takeoff_energy,trans2hor_energy,climb_energy,cruise_energy,descend_energy,hor_loiter_energy,trans2ver_energy,ver_loiter_energy,land_energy,Vx_cr,Vy_cr,Vz_cr,Mx_cr,Mz_cr,T_cr,Vx_vf,Vy_vf,Vz_vf,Mx_vf,Mz_vf,T_vf,thickness_to_chord,i_xx,i_zz,i_xz,j_y,area_enclosed,area,max_shear_cr,max_axial_cr,max_shear_vf,max_axial_vf,crit_buck_stress,depda,depsda,cl_alpha
J1,1926.8233424097723,1451.8233424097723,219.8790689857425,265.9800957645418,79.87067922533095,29.504524901030813,60.44428863945629,59.14955350311704,391.18648839083335,213.82470278064935,9.295,1.7,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.1668021663191963,1.9790759821029449,0.10442740710379855,1.5,0.03433917682811682,0.024543498140523933,4.97,-0.115,0.799480152200161,8.4,6,10.154515629835979,3.25,1.5706952238912257,0.6282780895564903,0.14877,0.05276573918745409,0.1,-0.255,9.235687916480408,0.4,1.2,120,716144055.2007838,0.06822382182812936,414046.8745218193,98616.90031402619,126929.3431001481,0.06822382182812936,1.2333333333333332,0.05653693397782257,0.06191241981415045,1.2237037037037035,1860.46875,220.449,13.238714244290469,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7308528.910102106,2881492.6421263744,7297650.623237939,584230365.780333,1950460.5418984029,91569926.18996692,2149307.097280653,12421406.23565458,6334917.180183835,209.09519873771742,0.0,-31775.174819856056,64290.91038384651,55.912883247134744,8785.284128582594,0.0,0.0,-4886.04467256282,16552.464637896963,0.0,261.93448054927313,0.17,2.923973112660695e-05,0.00012899881379385418,0.0,0.00015823854492046113,0.15262271672594943,0.0060632602858685936,55835837.86582429,206685853.03287035,7396433.090189652,53167508.50744335,3531983.863062337,0.1,0.1,4.866549364550132
J1,1927.0112617051448,1452.0112617051448,219.91010865062503,265.9872378339024,79.88504956824173,29.50940529368172,60.45556067540914,59.16058408861468,391.2461878547842,213.8561039485091,9.295,1.7,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.166910957597443,1.9792605088479704,0.10443714379389973,1.5,0.034336213930320866,0.024540535242727986,4.97,-0.115,0.799480152200161,8.4,6,10.156409308591071,3.25,1.5708416736888657,0.6283366694755463,0.14877,0.05276573918745412,0.1,-0.255,9.236549041290528,0.4,1.2,120,716227187.57609,0.06822382182812936,414124.08862030273,98635.29102174925,126942.0597664663,0.06822382182812936,1.2333333333333332,0.0565316630312473,0.061921065934210484,1.2237037037037035,1860.46875,220.449,13.239856622927066,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7309891.851125835,2882030.0012283004,7299011.535609445,584288898.0505956,1950824.276203955,91587002.73306876,2149707.9137584306,12423722.658609081,6336098.555890632,209.09519873771742,0.0,-31775.174819856056,64290.91038384651,55.912883247134744,8785.284128582594,0.0,0.0,-4886.04467256282,16552.464637896963,0.0,261.93448054927313,0.17,2.923973112660695e-05,0.00012899881379385418,0.0,0.00015823854492046113,0.15262271672594943,0.0060632602858685936,55835837.86582429,206685853.03287035,7396433.090189652,53167508.50744335,3531983.863062337,0.1,0.1,4.866549364550132
J1,1927.1095560803828,1452.1095560803828,219.92634414071696,265.9909732126232,79.89256632498581,29.511958060584092,60.461456787477836,59.16635390416083,391.2774151572156,213.87252884894733,9.295,1.7,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.166967859476753,1.9793570231894162,0.10444223644446826,1.5,0.03433466456559406,0.024538985878001178,4.97,-0.115,0.799480152200161,8.4,6,10.157399843238837,3.25,1.570918272372552,0.6283673089490209,0.14877,0.05276573918745409,0.1,-0.255,9.236999441550608,0.4,1.2,120,716270672.167526,0.06822382182812936,414164.4773291258,98644.91072791518,126948.71156754745,0.06822382182812936,1.2333333333333332,0.056528906521853405,0.06192558706373905,1.2237037037037035,1860.46875,220.449,13.240454076465612,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7310604.7705179155,2882311.07995262,7299723.393865723,584319514.9598447,1951014.5362632507,91595935.03352416,2149917.570548193,12424934.319873774,6336716.503135625,209.09519873771742,0.0,-31775.174819856056,64290.91038384651,55.912883247134744,8785.284128582594,0.0,0.0,-4886.04467256282,16552.464637896963,0.0,261.93448054927313,0.17,2.923973112660695e-05,0.00012899881379385418,0.0,0.00015823854492046113,0.15262271672594943,0.0060632602858685936,55835837.86582429,206685853.03287035,7396433.090189652,53167508.50744335,3531983.863062337,0.1,0.1,4.866549364550132
J1,1927.1609702447681,1452.1609702447681,219.9348362359696,265.9929269416245,79.89649809211228,29.51329331741116,60.46454084891485,59.16937190405928,391.29374914072497,213.88112010533607,9.295,1.7,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.1669976218648177,1.9794075047784028,0.10444490014282651,1.5,0.034333854267415226,0.024538175579822345,4.97,-0.115,0.799480152200161,8.4,6,10.157917959189417,3.25,1.570958337125716,0.6283833348502865,0.14877,0.0527657391874541,0.1,-0.255,9.237235022299211,0.4,1.2,120,716293417.5711242,0.06822382182812936,414185.60332841496,98649.94247841043,126952.19091588963,0.06822382182812936,1.2333333333333332,0.05652746484346329,0.06192795152516778,1.2237037037037035,1860.46875,220.449,13.240766558593064,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7310977.675099643,2882458.102947491,7300095.743402372,584335529.7039927,1951114.055014766,91600607.22480159,2150027.2350886194,12425568.099852448,6337039.730924749,209.09519873771742,0.0,-31775.174819856056,64290.91038384651,55.912883247134744,8785.284128582594,0.0,0.0,-4886.04467256282,16552.464637896963,0.0,261.93448054927313,0.17,2.923973112660695e-05,0.00012899881379385418,0.0,0.00015823854492046113,0.15262271672594943,0.0060632602858685936,55835837.86582429,206685853.03287035,7396433.090189652,53167508.50744335,3531983.863062337,0.1,0.1,4.866549364550132
J1,1927.1878629960756,1452.1878629960756,219.93927809603653,265.9939488312691,79.89855465456435,29.513991737971942,60.46615400776868,59.170950508557425,391.3022928490227,213.88561385669598,9.295,1.7,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.1670131891705764,1.9794339093239397,0.10444629339818967,1.5,0.034333430464041935,0.024537751776449054,4.97,-0.115,0.799480152200161,8.4,6,10.15818896654451,3.25,1.5709792931142377,0.6283917172456951,0.14877,0.0527657391874541,0.1,-0.255,9.237358243511718,0.4,1.2,120,716305314.8670961,0.06822382182812936,414196.653559902,98652.5744016154,126954.0108377474,0.06822382182812936,1.2333333333333332,0.05652671079857575,0.06192918818053473,1.2237037037037035,1860.46875,220.449,13.240929999340366,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7311172.727740429,2882535.005256583,7300290.50571954,584343906.4401097,1951166.109605251,91603051.07583374,2150084.5965672904,12425899.60679706,6337208.799466501,209.09519873771742,0.0,-31775.174819856056,64290.91038384651,55.912883247134744,8785.284128582594,0.0,0.0,-4886.04467256282,16552.464637896963,0.0,261.93448054927313,0.17,2.923973112660695e-05,0.00012899881379385418,0.0,0.00015823854492046113,0.15262271672594943,0.0060632602858685936,55835837.86582429,206685853.03287035,7396433.090189652,53167508.50744335,3531983.863062337,0.1,0.1,4.866549364550132
J1,1927.2019295210225,1452.2019295210225,219.94160144894545,265.99448333273335,79.89963036245992,29.514357053786227,60.466997788473755,59.1717762152219,391.3067617317946,213.8879643584235,9.295,1.7,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.167021331740519,1.979447720375265,0.1044470221485218,1.5,0.03433320879819626,0.02453753011060338,4.97,-0.115,0.799480152200161,8.4,6,10.158330719959936,3.25,1.5709902542660832,0.6283961017064333,0.14877,0.0527657391874541,0.1,-0.255,9.23742269508457,0.4,1.2,120,716311537.8840314,0.06822382182812936,414202.4335065533,98653.95105836084,126954.96276896381,0.06822382182812936,1.2333333333333332,0.05652631639901869,0.06192983499755802,1.2237037037037035,1860.46875,220.449,13.24101548689159,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7311274.752196598,2882575.2298658555,7300392.378318702,584348287.9890028,1951193.3373385617,91604329.35933448,2150114.600127573,12426073.0051966,6337297.232650266,209.09519873771742,0.0,-31775.174819856056,64290.91038384651,55.912883247134744,8785.284128582594,0.0,0.0,-4886.04467256282,16552.464637896963,0.0,261.93448054927313,0.17,2.923973112660695e-05,0.00012899881379385418,0.0,0.00015823854492046113,0.15262271672594943,0.0060632602858685936,55835837.86582429,206685853.03287035,7396433.090189652,53167508.50744335,3531983.863062337,0.1,0.1,4.866549364550132
J1,1927.2092871511425,1452.2092871511425,219.94281669899135,265.99476290657475,79.90019302232966,29.514548135679853,60.46743913648613,59.17220810942497,391.30909922629525,213.8891938107112,9.295,1.7,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.1670255907712643,1.9794549443466447,0.10444740332671155,1.5,0.034333092856163656,0.024537414168570776,4.97,-0.115,0.799480152200161,8.4,6,10.158404865514314,3.25,1.5709959875767021,0.6283983950306808,0.14877,0.052765739187454114,0.1,-0.255,9.237456406951008,0.4,1.2,120,716314792.8968678,0.06822382182812936,414205.4567659748,98654.67113256341,126955.46068641667,0.06822382182812936,1.2333333333333332,0.05652611010763883,0.061930173313702395,1.2237037037037035,1860.46875,220.449,13.241060201483885,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7311328.117117926,2882596.2697536424,7300445.6638096925,584350579.8033974,1951207.579079226,91604997.97841875,2150130.2937925453,12426163.702979244,6337343.488519415,209.09519873771742,0.0,-31775.174819856056,64290.91038384651,55.912883247134744,8785.284128582594,0.0,0.0,-4886.04467256282,16552.464637896963,0.0,261.93448054927313,0.17,2.923973112660695e-05,0.00012899881379385418,0.0,0.00015823854492046113,0.15262271672594943,0.0060632602858685936,55835837.86582429,206685853.03287035,7396433.090189652,53167508.50744335,3531983.863062337,0.1,0.1,4.866549364550132
J1,1927.213135627689,1452.213135627689,219.9434523462672,265.99490913964485,79.9004873269444,29.514648082825158,60.46766998777612,59.17243401580978,391.31032187517627,213.88983688709172,9.295,1.7,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.1670278184917515,1.9794587229033171,0.10444760270504744,1.5,0.03433303221226773,0.02453735352467485,4.97,-0.115,0.799480152200161,8.4,6,10.158443648054154,3.25,1.5709989864312042,0.6283995945724817,0.14877,0.052765739187454114,0.1,-0.255,9.23747404021548,0.4,1.2,120,716316495.4626789,0.06822382182812936,414207.0381106684,98655.04777424724,126955.72112695365,0.06822382182812936,1.2333333333333332,0.05652600220586345,0.061930350270994514,1.2237037037037035,1860.46875,220.449,13.241083589732026,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7311356.030149325,2882607.2748677474,7300473.535294296,584351778.559071,1951215.028357599,91605347.70601188,2150138.5025137854,12426211.143320052,6337367.683093227,209.09519873771742,0.0,-31775.174819856056,64290.91038384651,55.912883247134744,8785.284128582594,0.0,0.0,-4886.04467256282,16552.464637896963,0.0,261.93448054927313,0.17,2.923973112660695e-05,0.00012899881379385418,0.0,0.00015823854492046113,0.15262271672594943,0.0060632602858685936,55835837.86582429,206685853.03287035,7396433.090189652,53167508.50744335,3531983.863062337,0.1,0.1,4.866549364550132
J1,1927.2151486083976,1452.2151486083976,219.94378482722445,265.9949856280156,79.9006412656976,29.514700361087584,60.467790736680435,59.172552178235655,391.31096139301235,213.890173254044,9.295,1.7,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.1670289837198813,1.9794606993094912,0.10444770699158011,1.5,0.03433300049210554,0.02453732180451266,4.97,-0.115,0.799480152200161,8.4,6,10.158463933620641,3.25,1.5710005550075326,0.628400222003013,0.14877,0.0527657391874541,0.1,-0.255,9.237483263444291,0.4,1.2,120,716317386.005565,0.06822382182812936,414207.8652476496,98655.2447801667,126955.8573528043,0.06822382182812936,1.2333333333333332,0.05652594576708706,0.061930442829543526,1.2237037037037035,1860.46875,220.449,13.24109582313176,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7311370.630318799,2882613.031194559,7300488.113732336,584352405.5794007,1951218.924771613,91605530.63426703,2150142.7961614216,12426235.957429487,6337380.338289039,209.09519873771742,0.0,-31775.174819856056,64290.91038384651,55.912883247134744,8785.284128582594,0.0,0.0,-4886.04467256282,16552.464637896963,0.0,261.93448054927313,0.17,2.923973112660695e-05,0.00012899881379385418,0.0,0.00015823854492046113,0.15262271672594943,0.0060632602858685936,55835837.86582429,206685853.03287035,7396433.090189652,53167508.50744335,3531983.863062337,0.1,0.1,4.866549364550132
J1,1927.216201516133,1452.216201516133,219.943958734353,265.9950256359025,79.90072178476453,29.51472770570419,60.467853895494585,59.17261398416869,391.3112958986466,213.89034919381405,9.295,1.7,0.9,83.33,104.17,45,2,30.5,5,0.4546065494115993,1.1670295932026036,1.9794617330859547,0.1044477615395594,1.5,0.03433298390063752,0.02453730521304464,4.97,-0.115,0.799480152200161,8.4,6,10.158474544170948,3.25,1.5710013754650436,0.6284005501860175,0.14877,0.052765739187454114,0.1,-0.255,9.237488087734455,0.4,1.2,120,716317851.8121535,0.06822382182812936,414208.29788918083,98655.34782590713,126955.92860698079,0.06822382182812936,1.2333333333333332,0.056525916246338404,0.06193049124297123,1.2237037037037035,1860.46875,220.449,13.241102221911968,0,0,0.045,2.9978808587535037,4.496821288130255,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7311378.267070417,2882616.042093724,7300495.739117128,584352733.548116,1951220.9628264504,91605626.31655693,2150145.0419929223,12426248.936675426,6337386.957704467,209.09519873771742,0.0,-31775.174819856056,64290.91038384651,55.912883247134744,8785.284128582594,0.0,0.0,-4886.04467256282,16552.464637896963,0.0,261.93448054927313,0.17,2.923973112660695e-05,0.00012899881379385418,0.0,0.00015823854492046113,0.15262271672594943,0.0060632602858685936,55835837.86582429,206685853.03287035,7396433.090189652,53167508.50744335,3531983.863062337,0.1,0.1,4.866549364550132
