name,mtom,oem,wing_weight,fuselage_weight,lg_weight,hortail_weight,nacelle_weight,powertrain_weight,h2_weight,misc_weight,l_fuse,w_fuse,eff,v_cruise,v_max,v_stall,loadfactor,h_hover,roc,cL_cruise,mac,y_mac,x_lemac,cLmax,cd,cd0,clalpha,e,A,A_h,S,S_h,c_root,c_tip,t_r_h,sweep_le,sweep_1/4,sweep_m,b,taper,StotS,diskloading,mission_energy,wp_hover,power_hover,power_climb,power_cruise,wp_cruise,tw,WP_hover,WP_cruise,TW,WS,ld_climb,ld_cr,ducted_bool,tandem_bool,G,n_max,n_ult,A_tot,l_cockpit,l_cabin,l_tail,l_fuselage,d_fuselage,upsweep,h_wings,x_rotor_loc,y_rotor_loc,ww,w_eng,takeoff_energy,trans2hor_energy,climb_energy,cruise_energy,descend_energy,hor_loiter_energy,trans2ver_energy,ver_loiter_energy,land_energy
J1,3341.1657342901153,2866.1657342901153,153.31118440194314,280.29029672971615,139.41633533095722,145.12498818428716,333.0408380481082,62.618646935149826,1425.9386960871911,326.42474857276244,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.5341418387943297,2.6021405804165356,0.1373038711953494,1.5,0.07,0.017,4.97,0.8,8.4,6,17.554796000649457,3.25,2.065190936838521,0.8260763747354084,0.14877,0.05276573918745412,0.1,-0.255,12.1433227086105,0.4,1.2,45,1170410481.7483664,0.06822382182812936,438330.5285460488,163923.4867439192,210646.4535813611,0.06822382182812936,1.2333333333333332,0.04299955543498641,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7737170.685707746,3348104.58591167,12130338.01905002,969563472.2466704,3242104.464511809,152209829.4931683,2323089.3102104524,13149915.856381465,6706457.0867545465
J1,3349.3057024484606,2874.3057024484606,153.68590478968645,280.4204870796242,139.8466293716046,145.54070203663264,334.11657314882456,62.8209076454648,1430.544534565862,327.3299638107613,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.536617510734541,2.606339700899741,0.13752544089158286,1.5,0.07,0.017,4.97,0.8,8.4,6,17.611498687186312,3.25,2.0685235721426514,0.8274094288570606,0.14877,0.0527657391874541,0.1,-0.255,12.16291860419879,0.4,1.2,45,1174190953.9716594,0.06822382182812936,439746.3535182536,164452.96610013186,211326.84997144633,0.06822382182812936,1.2333333333333332,0.04293027808256246,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7762162.053540081,3358919.096363431,12169519.491409758,972695200.6724724,3252576.5903721233,152701473.27241015,2330592.980714462,13192390.605547609,6728119.20882928
J1,3355.4643930091365,2880.4643930091365,153.96925671093666,280.51876241082886,140.17222809793842,145.85516756286071,334.93056996397644,62.97395608082507,1434.0297214396983,328.01473074207235,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.5384881764923524,2.609512637819721,0.1376928632535608,1.5,0.07,0.017,4.97,0.8,8.4,6,17.654404980957725,3.25,2.0710417760473976,0.828416710418959,0.14877,0.052765739187454114,0.1,-0.255,12.177725643158697,0.4,1.2,45,1177051595.3577042,0.06822382182812936,440817.6925657755,164853.61725426713,211841.69837064925,0.06822382182812936,1.2333333333333332,0.04287807865561238,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7781072.744293097,3367102.3164324784,12199167.676815767,975064944.8249369,3260500.7318196693,153073494.66524714,2336270.9249296747,13224530.776973264,6744510.696256365
J1,3360.1236332070525,2885.1236332070525,154.1835292536578,280.59298164409086,140.41857572036545,146.09303442524126,335.5464390195276,63.08975235125803,1436.6666098260596,328.532710966852,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.5399020099506582,2.6119107168778477,0.13781939966769277,1.5,0.07,0.017,4.97,0.8,8.4,6,17.68686783355165,3.25,2.072945013395117,0.8291780053580468,0.14877,0.0527657391874541,0.1,-0.255,12.188916678763288,0.4,1.2,45,1179215953.3452296,0.06822382182812936,441628.2664588062,165156.7494573786,212231.232078235,0.06822382182812936,1.2333333333333332,0.04283871091543188,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7795380.551199816,3373293.7313391203,12221599.459846018,976857890.5292808,3266496.128138809,153354965.62383875,2340566.8510023607,13248847.993764184,6756912.476819735
J1,3363.648254205026,2888.648254205026,154.34556957435188,280.6490533546437,140.6049453282821,146.27295529403364,336.01236303892847,63.177355817068594,1438.6614975779457,328.924514219772,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.5409707568653863,2.613723476067829,0.13791505124632097,1.5,0.07,0.017,4.97,0.8,8.4,6,17.711426987198756,3.25,2.074383711164943,0.8297534844659773,0.14877,0.05276573918745409,0.1,-0.255,12.197376221649867,0.4,1.2,45,1180853357.211978,0.06822382182812936,442241.49071948015,165386.0783597005,212525.9263953055,0.06822382182812936,1.2333333333333332,0.04280899994271042,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7806204.850363257,3377977.7285185214,12238569.798617838,978214309.4979005,3271031.8311843458,153567907.12364227,2343816.8521589283,13267244.721584404,6766294.808008047
J1,3366.314422506667,2891.314422506667,154.46811352710694,280.6914262700105,140.74593016820103,146.40904306263934,336.36482513843026,63.24362606757624,1440.1705898247988,329.2208684479041,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.5417787500998472,2.6150939569001252,0.13798736568047937,1.5,0.07,0.017,4.97,0.8,8.4,6,17.730005490336623,3.25,2.075471394365179,0.8301885577460717,0.14877,0.052765739187454114,0.1,-0.255,12.203771798867251,0.4,1.2,45,1182092020.1281948,0.06822382182812936,442705.3824730337,165559.56103718246,212748.85668732924,0.06822382182812936,1.2333333333333332,0.04278656521767253,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7814393.213808625,3381521.077672391,12251407.516751502,979240413.0203128,3274462.998824517,153728993.06247905,2346275.4123175135,13281161.47419101,6773392.351837415
J1,3368.331144064654,2893.331144064654,154.56079008501496,280.7234536445428,140.85257690026668,146.5119747433609,336.6314419683708,63.29375561096457,1441.3121292740402,329.44502183809294,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.5423896682275926,2.6161301680321856,0.1380420421268168,1.5,0.07,0.017,4.97,0.8,8.4,6,17.744059034302513,3.25,2.0762937841525284,0.8305175136610115,0.14877,0.052765739187454114,0.1,-0.255,12.208607450816865,0.4,1.2,45,1183028995.708132,0.06822382182812936,443056.289276752,165690.79047031928,212917.49033004174,0.06822382182812936,1.2333333333333332,0.04276961808112598,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7820587.228731909,3384201.4127215007,12261118.494803626,980016599.9315383,3277058.4751622844,153850845.09258774,2348135.1683497983,13291688.67830256,6778761.225934305
J1,3369.856571880379,2894.856571880379,154.6308798923698,280.74766511255734,140.93324576258615,146.5898273768036,336.83311412400036,63.33167419651712,1442.175603352237,329.61456206330746,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.5428516133056254,2.616913697953003,0.13808338566226425,1.5,0.07,0.017,4.97,0.8,8.4,6,17.754689302866087,3.25,2.0769156332960343,0.8307662533184138,0.14877,0.052765739187454114,0.1,-0.255,12.21226392378068,0.4,1.2,45,1183737735.2315161,0.06822382182812936,443321.71937561984,165790.05398143613,213045.0468321766,0.06822382182812936,1.2333333333333332,0.04275681243320007,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7825272.455624217,3386228.8501765323,12268463.994626272,980603716.9848514,3279021.7244741893,153943015.42401555,2349541.910032458,13299651.581268596,6782822.3064469835
J1,3371.0103646558828,2896.0103646558828,154.6838883410179,280.76597018120214,140.99426287521516,146.648710823482,336.9856569054449,63.36035543161658,1442.8287264231055,329.74279367479824,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.5432009320432614,2.617506196273379,0.13811464927410613,1.5,0.07,0.017,4.97,0.8,8.4,6,17.762729930632112,3.25,2.0773858700582366,0.8309543480232947,0.14877,0.05276573918745409,0.1,-0.255,12.215028915942433,0.4,1.2,45,1184273818.6480849,0.06822382182812936,443522.48802131606,165865.1358985925,213141.5292819538,0.06822382182812936,1.2333333333333332,0.042747134007381116,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7828816.3139204765,3387762.3833885426,12274020.056495845,981047806.3935567,3280506.7064230987,154012732.13170275,2350605.955231841,13305674.640639482,6785894.066726136
J1,3371.8830481026803,2896.8830481026803,154.72397863990784,280.779810934444,141.0404145862353,146.69324668598134,337.1010361828985,63.38204915026334,1443.3227312346835,329.83978068826644,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.5434650948743829,2.6179542570753958,0.1381382915335255,1.5,0.07,0.017,4.97,0.8,8.4,6,17.76881164628678,3.25,2.0777414738693616,0.8310965895477447,0.14877,0.0527657391874541,0.1,-0.255,12.217119866351846,0.4,1.2,45,1184679297.7974281,0.06822382182812936,443674.3440518434,165921.92585134733,213214.50602485062,0.06822382182812936,1.2333333333333332,0.04273981786918064,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7831496.793493144,3388922.3068688754,12278222.512999702,981383703.7373446,3281629.907027374,154065463.9836017,2351410.770544111,13310230.321555302,6788217.463993204
J1,3372.5431032086076,2897.5431032086076,154.75429914945641,280.79027684225537,141.07532192410721,146.72693071549966,337.1883045275051,63.3984574252712,1443.6963770321397,329.9131355923729,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.543664867217085,2.618293101702825,0.13815617092076152,1.5,0.07,0.017,4.97,0.8,8.4,6,17.773411616656364,3.25,2.078010398176845,0.8312041592707381,0.14877,0.052765739187454114,0.1,-0.255,12.218701141279848,0.4,1.2,45,1184985986.26798,0.06822382182812936,443789.20197689836,165964.87953658943,213269.70276110986,0.06822382182812936,1.2333333333333332,0.04273428672461443,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7833524.202749129,3389799.6273395256,12281401.085707618,981637763.2686318,3282479.451759839,154105348.28106675,2352019.5011720527,13313676.059306951,6789974.790246545
J1,3373.0423318791436,2898.0423318791436,154.77723083436436,280.798191203436,141.1017241283443,146.75240701476076,337.2543100380425,63.41086784251713,1443.978984451043,329.9686163666354,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.5438159480826583,2.618549358094047,0.13816969247866587,1.5,0.07,0.017,4.97,0.8,8.4,6,17.776890809416006,3.25,2.078213776265117,0.8312855105060468,0.14877,0.052765739187454114,0.1,-0.255,12.219897004438886,0.4,1.2,45,1185217950.437416,0.06822382182812936,443876.0748976199,165997.36760470446,213311.4508746235,0.06822382182812936,1.2333333333333332,0.04273010466325145,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7835057.63601881,3390463.1896636565,12283805.20274813,981829921.4806968,3283122.005873172,154135514.81428644,2352479.9152667415,13316282.246928597,6791303.945933585
J1,3373.4199177351793,2898.4199177351793,154.79457435059666,280.8041763018288,141.12169327516574,146.77167548474654,337.3042329050542,63.420254386226674,1444.1927328559198,330.0105781756412,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.5439302073582306,2.6187431594037673,0.13817991854802877,1.5,0.07,0.017,4.97,0.8,8.4,6,17.779522275728954,3.25,2.0783675868283873,0.831347034731355,0.14877,0.05276573918745412,0.1,-0.255,12.220801410550914,0.4,1.2,45,1185393395.128139,0.06822382182812936,443941.7807035867,166021.93975770762,213343.02680672324,0.06822382182812936,1.2333333333333332,0.04272694240191304,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7836217.438959056,3390965.0709973793,12285623.542070363,981975259.1773232,3283607.9977742513,154158331.08847135,2352828.146670944,13318253.421107601,6792309.244764877
J1,3373.705498895445,2898.705498895445,154.80769150507837,280.8087025584605,141.13679670940715,146.7862487560895,337.3419914906261,63.42735379046955,1444.354399000505,330.04231508480893,9.05,1.69,0.9,83.33,104.17,45,2,30.5,5,0.346,1.544016620429566,2.6188897292670705,0.13818765241520858,1.5,0.07,0.017,4.97,0.8,8.4,6,17.7815125549718,3.25,2.0784839121167233,0.8313935648466894,0.14877,0.05276573918745412,0.1,-0.255,12.22148540324633,0.4,1.2,45,1185526090.6996143,0.06822382182812936,443991.47653328686,166040.52462266813,213366.90889935064,0.06822382182812936,1.2333333333333332,0.04272455112822279,0.07608290452035935,1.2237037037037035,1860.46875,220.449,13.26,0,0,0.045,4.031659180251925,6.047488770377887,55.78,2.103,3.25,3.942,9.295,1.7,0.1745,0,"[0.57, 0.57, 3.4, 3.4, 6.8, 6.8]","[2.3, -2.3, 5.4, -5.4, 2.3, -2.3]",400,120,7837094.642557066,3391344.663164669,12286998.822077442,982085183.670514,3283975.572152136,154175587.91470766,2353091.5274834125,13319744.295998605,6793069.590959289
