city-city,dist,label,sum_gdp
Stuttgart-Malmö,800.8217102833439,Stu-Mal-dir,209.7
Stuttgart-Nantes,823.2192183784676,Stu-Nan-dir,206.8
Stuttgart-The Hague,507.18475057747895,Stu-The-dir,205.6
Stuttgart-Bremen,479.1874284748426,Stu-Bre-dir,204.8
Stuttgart-Bonn,264.4050520763525,Stu-Bon-dir,199.3
Stuttgart-Dresden,412.83787316025297,Stu-Dre-dir,198.7
Stuttgart-Bologna,503.10218508362016,Stu-Bol-dir,197.8
Stuttgart-London,731.3090256313276,Stu-Lon-dir,957.4
Stuttgart-Valencia,1285.5451008411985,Stu-Val-dir,214.8
Stuttgart-Naples,968.4766154185918,Stu-Nap-dir,216.0
Stuttgart-Dublin,1194.1970932535648,Stu-Dub-dir,314.9
Stuttgart-Athens,1675.0858691888754,Stu-Ath-dir,237.6
Stuttgart-Barcelona,990.0843126322601,Stu-Bar-dir,327.1
Stuttgart-Gothenburg,1010.5915233663065,Stu-Got-dir,234.9
Stuttgart-Nuremburg,155.57822605275015,Stu-Nur-dir,221.6
Stuttgart-Braunschweig,398.9177880076359,Stu-Bra-dir,214.5
Stuttgart-Hanover,401.58316233317765,Stu-Han-dir,212.7
Stuttgart-Antwerp,437.9522090302938,Stu-Ant-dir,209.3
Stuttgart-Brescia,368.1031802089196,Stu-Bre-dir,199.0
Frankfurt-Stockholm,1192.9363961482752,Fra-Sto-dir,300.0
Frankfurt-Brussels,318.9984081352308,Fra-Bru-dir,299.9
Frankfurt-Vienna,599.0184158984765,Fra-Vie-dir,284.4
Frankfurt-Lisbon,1891.8128918674274,Fra-Lis-dir,263.0
Frankfurt-Marseille,797.6311443399737,Fra-Mar-dir,253.4
Frankfurt-Cologne,153.51101947180112,Fra-Col-dir,250.1
Frankfurt-Helsinki,1519.4492413788505,Fra-Hel-dir,241.7
Frankfurt-Lyon,560.3548975624507,Fra-Lyo-dir,241.0
Frankfurt-Düsseldorf,182.9880420566368,Fra-Düs-dir,238.5
Frankfurt-Warsaw,893.1618031173986,Fra-War-dir,237.1
Frankfurt-Rotterdam,357.4596134055096,Fra-Rot-dir,234.1
Frankfurt-Prague,414.1495797332237,Fra-Pra-dir,233.8
Frankfurt-Lille,402.7448411957546,Fra-Lil-dir,233.7
Frankfurt-Turin,564.0782568708806,Fra-Tur-dir,227.9
Frankfurt-Utrecht,333.89355599513937,Fra-Utr-dir,224.1
Frankfurt-Budapest,816.3951661237869,Fra-Bud-dir,221.6
Frankfurt-Toulouse,905.9080584113076,Fra-Tou-dir,211.2
Frankfurt-Bordeaux,909.266442992528,Fra-Bor-dir,211.2
Frankfurt-Bucharest,1456.4978870116272,Fra-Buc-dir,211.2
Frankfurt-Malmö,676.8729291463808,Fra-Mal-dir,206.2
Frankfurt-Nantes,820.829828253871,Fra-Nan-dir,203.3
Frankfurt-The Hague,379.0676929181476,Fra-The-dir,202.1
Frankfurt-Bremen,331.66909182120935,Fra-Bre-dir,201.3
Frankfurt-Bonn,132.72997306710502,Fra-Bon-dir,195.8
Frankfurt-Dresden,374.61905749978655,Fra-Dre-dir,195.2
Frankfurt-Bologna,654.2385907180718,Fra-Bol-dir,194.3
Frankfurt-London,638.9378473919916,Fra-Lon-dir,953.9
Frankfurt-Valencia,1379.4726439256747,Fra-Val-dir,211.3
Frankfurt-Naples,1117.2078869256788,Fra-Nap-dir,212.5
Frankfurt-Dublin,1091.43810611667,Fra-Dub-dir,311.4
Frankfurt-Athens,1800.884576266332,Fra-Ath-dir,234.1
Frankfurt-Barcelona,1091.9867428623847,Fra-Bar-dir,323.6
Frankfurt-Gothenburg,873.9481160770722,Fra-Got-dir,231.4
Frankfurt-Nuremburg,186.00619085996107,Fra-Nur-dir,218.1
Frankfurt-Braunschweig,273.26499366570357,Fra-Bra-dir,211.0
Frankfurt-Hanover,263.59527615789005,Fra-Han-dir,209.2
Frankfurt-Antwerp,326.70847329100076,Fra-Ant-dir,205.8
Frankfurt-Brescia,519.705310582124,Fra-Bre-dir,195.5
Stockholm-Brussels,1287.8663177660933,Sto-Bru-dir,295.5
Stockholm-Vienna,1246.2000152481296,Sto-Vie-dir,280.0
Stockholm-Lisbon,2995.36350558735,Sto-Lis-dir,258.6
Stockholm-Marseille,1986.912488830268,Sto-Mar-dir,249.0
Stockholm-Cologne,1173.2307104780687,Sto-Col-dir,245.7
Stockholm-Helsinki,394.8329300638056,Sto-Hel-dir,237.3
Stockholm-Lyon,1751.4851262248364,Sto-Lyo-dir,236.6
Stockholm-Düsseldorf,1152.87555288695,Sto-Düs-dir,234.1
Stockholm-Warsaw,811.0678916510534,Sto-War-dir,232.7
Stockholm-Rotterdam,1187.3656807621899,Sto-Rot-dir,229.7
Stockholm-Prague,1057.4323562664963,Sto-Pra-dir,229.4
Stockholm-Lille,1358.4682550657822,Sto-Lil-dir,229.3
Stockholm-Turin,1736.6998848623152,Sto-Tur-dir,223.5
Stockholm-Utrecht,1143.7148188083443,Sto-Utr-dir,219.7
Stockholm-Budapest,1320.4978641235068,Sto-Bud-dir,217.2
Stockholm-Toulouse,2084.6839828601305,Sto-Tou-dir,206.8
Stockholm-Bordeaux,2045.0955299267496,Sto-Bor-dir,206.8
Stockholm-Bucharest,1745.8160338533548,Sto-Buc-dir,206.8
Stockholm-Malmö,517.8522388890805,Sto-Mal-dir,201.8
Stockholm-Nantes,1870.2532296044908,Sto-Nan-dir,198.9
Stockholm-The Hague,1183.4596792997077,Sto-The-dir,197.7
Stockholm-Bremen,904.0752776585177,Sto-Bre-dir,196.9
Stockholm-Bonn,1188.166323776441,Sto-Bon-dir,191.4
Stockholm-Dresden,964.3231398071374,Sto-Dre-dir,190.8
Stockholm-Bologna,1714.4947321867307,Sto-Bol-dir,189.9
Stockholm-London,1438.4236441861513,Sto-Lon-dir,949.5
Stockholm-Valencia,2566.428302987323,Sto-Val-dir,206.9
Stockholm-Naples,2074.639388697625,Sto-Nap-dir,208.1
Stockholm-Dublin,1635.687715215282,Sto-Dub-dir,307.0
Stockholm-Athens,2410.141686032793,Sto-Ath-dir,229.7
Stockholm-Barcelona,2283.9542159825432,Sto-Bar-dir,319.2
Stockholm-Gothenburg,400.6273888730236,Sto-Got-dir,227.0
Stockholm-Nuremburg,1190.4616645346318,Sto-Nur-dir,213.7
Stockholm-Braunschweig,919.6952711451426,Sto-Bra-dir,206.6
Stockholm-Hanover,935.3264797102495,Sto-Han-dir,204.8
Stockholm-Antwerp,1251.052904518222,Sto-Ant-dir,201.4
Stockholm-Brescia,1624.923303262295,Sto-Bre-dir,191.1
Brussels-Vienna,917.9742357366614,Bru-Vie-dir,279.9
Brussels-Lisbon,1711.6666137067236,Bru-Lis-dir,258.5
Brussels-Marseille,842.3090229686412,Bru-Mar-dir,248.9
Brussels-Cologne,184.44873912977206,Bru-Col-dir,245.6
Brussels-Helsinki,1654.130979625959,Bru-Hel-dir,237.2
Brussels-Lyon,564.2212996362721,Bru-Lyo-dir,236.5
Brussels-Düsseldorf,177.0370303019014,Bru-Düs-dir,234.0
Brussels-Warsaw,1164.2804551704378,Bru-War-dir,232.6
Brussels-Rotterdam,121.3264009325353,Bru-Rot-dir,229.6
Brussels-Prague,723.7479868910689,Bru-Pra-dir,229.3
Brussels-Lille,90.78302511742446,Bru-Lil-dir,229.2
Brussels-Turin,687.3495622204935,Bru-Tur-dir,223.4
Brussels-Utrecht,151.04042550651192,Bru-Utr-dir,219.6
Brussels-Budapest,1135.3920932099725,Bru-Bud-dir,217.1
Brussels-Toulouse,830.9694354381143,Bru-Tou-dir,206.7
Brussels-Bordeaux,760.2860205770834,Bru-Bor-dir,206.7
Brussels-Bucharest,1775.2662279171332,Bru-Buc-dir,206.7
Brussels-Malmö,784.5955823651955,Bru-Mal-dir,201.7
Brussels-Nantes,591.3204705046201,Bru-Nan-dir,198.8
Brussels-The Hague,138.5555854371616,Bru-The-dir,197.6
Brussels-Bremen,395.7846069491461,Bru-Bre-dir,196.8
Brussels-Bonn,194.27770464664428,Bru-Bon-dir,191.3
Brussels-Dresden,661.9603918048633,Bru-Dre-dir,190.7
Brussels-Bologna,878.4390504635901,Bru-Bol-dir,189.8
Brussels-London,320.0483393946676,Bru-Lon-dir,949.4
Brussels-Valencia,1315.8329443858986,Bru-Val-dir,206.8
Brussels-Naples,1350.5933662806017,Bru-Nap-dir,208.0
Brussels-Dublin,777.4270912860969,Bru-Dub-dir,306.9
Brussels-Athens,2091.9000631634353,Bru-Ath-dir,229.6
Brussels-Barcelona,1063.1294487664627,Bru-Bar-dir,319.1
Brussels-Gothenburg,911.6174904744151,Bru-Got-dir,226.9
Brussels-Nuremburg,504.5525740205178,Bru-Nur-dir,213.6
Brussels-Braunschweig,457.45531614726093,Bru-Bra-dir,206.5
Brussels-Hanover,411.55654600023706,Bru-Han-dir,204.7
Brussels-Antwerp,43.030096917600126,Bru-Ant-dir,201.3
Brussels-Brescia,732.7427562098895,Bru-Bre-dir,191.0
Vienna-Lisbon,2302.4863004695203,Vie-Lis-dir,243.0
Vienna-Marseille,1013.1039621609305,Vie-Mar-dir,233.4
Vienna-Cologne,745.0758080737919,Vie-Col-dir,230.1
Vienna-Helsinki,1442.7249427344427,Vie-Hel-dir,221.7
Vienna-Lyon,917.2384789768894,Vie-Lyo-dir,221.0
Vienna-Düsseldorf,767.7031110857564,Vie-Düs-dir,218.5
Vienna-Warsaw,558.5513685060813,Vie-War-dir,217.1
Vienna-Rotterdam,944.8552480621445,Vie-Rot-dir,214.1
Vienna-Prague,251.17669373332063,Vie-Pra-dir,213.8
Vienna-Lille,1000.0817579795975,Vie-Lil-dir,213.7
Vienna-Turin,750.6828171034829,Vie-Tur-dir,207.9
Vienna-Utrecht,911.7886767557065,Vie-Utr-dir,204.1
Vienna-Budapest,217.68611965306766,Vie-Bud-dir,201.6
Vienna-Toulouse,1261.6085459818112,Vie-Tou-dir,191.2
Vienna-Bordeaux,1350.4189692880766,Vie-Bor-dir,191.2
Vienna-Bucharest,857.71599634613,Vie-Buc-dir,191.2
Vienna-Malmö,852.4516368673964,Vie-Mal-dir,186.2
Vienna-Nantes,1348.8739624442057,Vie-Nan-dir,183.3
Vienna-The Hague,964.6036460791813,Vie-The-dir,182.1
Vienna-Bremen,761.3182530406087,Vie-Bre-dir,181.3
Vienna-Bonn,728.3890361924878,Vie-Bon-dir,175.8
Vienna-Dresden,368.75989729089434,Vie-Dre-dir,175.2
Vienna-Bologna,564.4499067477509,Vie-Bol-dir,174.3
Vienna-London,1237.9558121051264,Vie-Lon-dir,933.9
Vienna-Valencia,1653.8522121367916,Vie-Val-dir,191.3
Vienna-Naples,832.7589196936128,Vie-Nap-dir,192.5
Vienna-Dublin,1687.215717937577,Vie-Dub-dir,291.4
Vienna-Athens,1282.3051014139635,Vie-Ath-dir,214.1
Vienna-Barcelona,1352.1224923514606,Vie-Bar-dir,303.6
Vienna-Gothenburg,1097.7601674770572,Vie-Got-dir,211.4
Vienna-Nuremburg,413.6254082677355,Vie-Nur-dir,198.1
Vienna-Braunschweig,614.8416073258052,Vie-Bra-dir,191.0
Vienna-Hanover,661.7206551709701,Vie-Han-dir,189.2
Vienna-Antwerp,924.4212170481173,Vie-Ant-dir,185.8
Vienna-Brescia,554.2751161995221,Vie-Bre-dir,175.5
Lisbon-Marseille,1320.3188951669977,Lis-Mar-dir,212.0
Lisbon-Cologne,1852.202767842204,Lis-Col-dir,208.7
Lisbon-Helsinki,3365.7919756540186,Lis-Hel-dir,200.3
Lisbon-Lyon,1390.71594549375,Lis-Lyo-dir,199.6
Lisbon-Düsseldorf,1864.587980734048,Lis-Düs-dir,197.1
Lisbon-Warsaw,2764.382808215416,Lis-War-dir,195.7
Lisbon-Rotterdam,1808.0376621021169,Lis-Rot-dir,192.7
Lisbon-Prague,2249.7437527457655,Lis-Pra-dir,192.4
Lisbon-Lille,1637.298348503411,Lis-Lil-dir,192.3
Lisbon-Turin,1559.1576209459156,Lis-Tur-dir,186.5
Lisbon-Utrecht,1852.1836049838566,Lis-Utr-dir,182.7
Lisbon-Budapest,2478.2192123237082,Lis-Bud-dir,180.2
Lisbon-Toulouse,1040.9869282929535,Lis-Tou-dir,169.8
Lisbon-Bordeaux,982.9545148244187,Lis-Bor-dir,169.8
Lisbon-Bucharest,2982.4697794552976,Lis-Buc-dir,169.8
Lisbon-Malmö,2496.1890440438106,Lis-Mal-dir,164.8
Lisbon-Nantes,1125.1666801659956,Lis-Nan-dir,161.9
Lisbon-The Hague,1812.0519053339628,Lis-The-dir,160.7
Lisbon-Bremen,2105.8096088571365,Lis-Bre-dir,159.9
Lisbon-Bonn,1844.015143897579,Lis-Bon-dir,154.4
Lisbon-Dresden,2252.994409248363,Lis-Dre-dir,153.8
Lisbon-Bologna,1818.0558498328842,Lis-Bol-dir,152.9
Lisbon-London,1585.7475299601897,Lis-Lon-dir,912.5
Lisbon-Valencia,762.994969731244,Lis-Val-dir,169.9
Lisbon-Naples,2016.5846336030631,Lis-Nap-dir,171.1
Lisbon-Dublin,1640.5202827891098,Lis-Dub-dir,270.0
Lisbon-Athens,2859.1502309669163,Lis-Ath-dir,192.7
Lisbon-Barcelona,1007.7337611666229,Lis-Bar-dir,282.2
Lisbon-Gothenburg,2606.9160003302186,Lis-Got-dir,190.0
Lisbon-Nuremburg,1999.9015311584274,Lis-Nur-dir,176.7
Lisbon-Braunschweig,2137.8441112640076,Lis-Bra-dir,169.6
Lisbon-Hanover,2103.0841188297272,Lis-Han-dir,167.8
Lisbon-Antwerp,1746.335155552634,Lis-Ant-dir,164.4
Lisbon-Brescia,1764.526084630902,Lis-Bre-dir,154.1
Marseille-Cologne,857.6786170642619,Mar-Col-dir,199.1
Marseille-Helsinki,2294.9944003015553,Mar-Hel-dir,190.7
Marseille-Lyon,278.96901763414417,Mar-Lyo-dir,190.0
Marseille-Düsseldorf,887.8143107153858,Mar-Düs-dir,187.5
Marseille-Warsaw,1531.7915738901283,Mar-War-dir,186.1
Marseille-Rotterdam,961.8404651412783,Mar-Rot-dir,183.1
Marseille-Prague,1025.13374514495,Mar-Pra-dir,182.8
Marseille-Lille,836.5287124672004,Mar-Lil-dir,182.7
Marseille-Turin,269.8126806073112,Mar-Tur-dir,176.9
Marseille-Utrecht,979.5398814783761,Mar-Utr-dir,173.1
Marseille-Budapest,1168.8190899159454,Mar-Bud-dir,170.6
Marseille-Toulouse,319.75096721130285,Mar-Tou-dir,160.2
Marseille-Bordeaux,508.546720075128,Mar-Bor-dir,160.2
Marseille-Bucharest,1666.4283983779471,Mar-Buc-dir,160.2
Marseille-Malmö,1473.4648000067596,Mar-Mal-dir,155.2
Marseille-Nantes,698.4084625181126,Mar-Nan-dir,152.3
Marseille-The Hague,980.5693075919571,Mar-The-dir,151.1
Marseille-Bremen,1117.4624379819584,Mar-Bre-dir,150.3
Marseille-Bonn,835.912619369743,Mar-Bon-dir,144.8
Marseille-Dresden,1069.6082108786445,Mar-Dre-dir,144.2
Marseille-Bologna,497.7370845263472,Mar-Bol-dir,143.3
Marseille-London,1002.5806398351996,Mar-Lon-dir,902.9
Marseille-Valencia,641.3385865028667,Mar-Val-dir,160.3
Marseille-Naples,786.7907275959083,Mar-Nap-dir,161.5
Marseille-Dublin,1409.0281381923808,Mar-Dub-dir,260.4
Marseille-Athens,1656.4816474286558,Mar-Ath-dir,183.1
Marseille-Barcelona,339.06050681743204,Mar-Bar-dir,272.6
Marseille-Gothenburg,1668.7705002566415,Mar-Got-dir,180.4
Marseille-Nuremburg,812.9719619886798,Mar-Nur-dir,167.1
Marseille-Braunschweig,1069.044175494016,Mar-Bra-dir,160.0
Marseille-Hanover,1060.797988124891,Mar-Han-dir,158.2
Marseille-Antwerp,884.3825229357765,Mar-Ant-dir,154.8
Marseille-Brescia,459.21930976780504,Mar-Bre-dir,144.5
Cologne-Helsinki,1523.09207545663,Col-Hel-dir,187.4
Cologne-Lyon,594.8326924113665,Col-Lyo-dir,186.7
Cologne-Düsseldorf,34.180695407128255,Col-Düs-dir,184.2
Cologne-Warsaw,983.0808573710268,Col-War-dir,182.8
Cologne-Rotterdam,204.05169309083507,Col-Rot-dir,179.8
Cologne-Prague,541.1617152828844,Col-Pra-dir,179.5
Cologne-Lille,274.6180352539183,Col-Lil-dir,179.4
Cologne-Turin,653.7346080945923,Col-Tur-dir,173.6
Cologne-Utrecht,181.6488633437471,Col-Utr-dir,169.8
Cologne-Budapest,961.2688062368974,Col-Bud-dir,167.3
Cologne-Toulouse,912.4299459741453,Col-Tou-dir,156.9
Cologne-Bordeaux,879.6042471035879,Col-Bor-dir,156.9
Cologne-Bucharest,1602.55563088362,Col-Buc-dir,156.9
Cologne-Malmö,657.4311491550102,Col-Mal-dir,151.9
Cologne-Nantes,747.9282358565115,Col-Nan-dir,149.0
Cologne-The Hague,225.56733867749298,Col-The-dir,147.8
Cologne-Bremen,270.71311129751115,Col-Bre-dir,147.0
Cologne-Bonn,25.298283462680732,Col-Bon-dir,141.5
Cologne-Dresden,477.5840756710169,Col-Dre-dir,140.9
Cologne-Bologna,787.0147047059613,Col-Bol-dir,140.0
Cologne-London,497.6370906836544,Col-Lon-dir,899.6
Cologne-Valencia,1396.4091511499246,Col-Val-dir,157.0
Cologne-Naples,1255.8823074698819,Col-Nap-dir,158.2
Cologne-Dublin,942.2531727454641,Col-Dub-dir,257.1
Cologne-Athens,1953.8766710835737,Col-Ath-dir,179.8
Cologne-Barcelona,1122.7656970436035,Col-Bar-dir,269.3
Cologne-Gothenburg,821.6548606310874,Col-Got-dir,177.1
Cologne-Nuremburg,336.16440587229846,Col-Nur-dir,163.8
Cologne-Braunschweig,288.38385365031223,Col-Bra-dir,156.7
Cologne-Hanover,250.88137087988412,Col-Han-dir,154.9
Cologne-Antwerp,181.23848441916468,Col-Ant-dir,151.5
Cologne-Brescia,646.3928244367414,Col-Bre-dir,141.2
Helsinki-Lyon,2078.8167373750925,Hel-Lyo-dir,178.3
Helsinki-Düsseldorf,1506.6497161962834,Hel-Düs-dir,175.8
Helsinki-Warsaw,915.2000736428832,Hel-War-dir,174.4
Helsinki-Rotterdam,1560.8124346642173,Hel-Rot-dir,171.4
Helsinki-Prague,1303.4538073242336,Hel-Pra-dir,171.1
Helsinki-Lille,1729.8296436907663,Hel-Lil-dir,171.0
Helsinki-Turin,2033.8922726215685,Hel-Tur-dir,165.2
Helsinki-Utrecht,1515.330156062622,Hel-Utr-dir,161.4
Helsinki-Budapest,1461.0199542937414,Hel-Bud-dir,158.9
Helsinki-Toulouse,2424.0561276814183,Hel-Tou-dir,148.5
Helsinki-Bordeaux,2402.3149364469755,Hel-Bor-dir,148.5
Helsinki-Bucharest,1753.3915174300234,Hel-Buc-dir,148.5
Helsinki-Malmö,869.8310273795186,Hel-Mal-dir,143.5
Helsinki-Nantes,2242.91503053274,Hel-Nan-dir,140.6
Helsinki-The Hague,1558.9899757327817,Hel-The-dir,139.4
Helsinki-Bremen,1261.16170178697,Hel-Bre-dir,138.6
Helsinki-Bonn,1535.0451696376476,Hel-Bon-dir,133.1
Helsinki-Dresden,1233.0079760682972,Hel-Dre-dir,132.5
Helsinki-Bologna,1966.2725819800041,Hel-Bol-dir,131.6
Helsinki-London,1825.3176490076034,Hel-Lon-dir,891.2
Helsinki-Valencia,2898.580646651401,Hel-Val-dir,148.6
Helsinki-Naples,2271.1891558602815,Hel-Nap-dir,149.8
Helsinki-Dublin,2030.0847193951886,Hel-Dub-dir,248.7
Helsinki-Athens,2469.6180774202553,Hel-Ath-dir,171.4
Helsinki-Barcelona,2607.6588722685824,Hel-Bar-dir,260.9
Helsinki-Gothenburg,793.4434708436165,Hel-Got-dir,168.7
Helsinki-Nuremburg,1482.9557346205188,Hel-Nur-dir,155.4
Helsinki-Braunschweig,1250.1425160383371,Hel-Bra-dir,148.3
Helsinki-Hanover,1275.5463312034447,Hel-Han-dir,146.5
Helsinki-Antwerp,1619.7527981070152,Hel-Ant-dir,143.1
Helsinki-Brescia,1897.0728786275806,Hel-Bre-dir,132.8
Lyon-Düsseldorf,622.7394139235207,Lyo-Düs-dir,175.1
Lyon-Warsaw,1380.5253020683565,Lyo-War-dir,173.7
Lyon-Rotterdam,684.396613679136,Lyo-Rot-dir,170.7
Lyon-Prague,864.117977185763,Lyo-Pra-dir,170.4
Lyon-Lille,557.9491371102192,Lyo-Lil-dir,170.3
Lyon-Turin,235.4610409719735,Lyo-Tur-dir,164.5
Lyon-Utrecht,704.0934039112614,Lyo-Utr-dir,160.7
Lyon-Budapest,1106.5365938921298,Lyo-Bud-dir,158.2
Lyon-Toulouse,358.91340483918333,Lyo-Tou-dir,147.8
Lyon-Bordeaux,437.4383721145582,Lyo-Bor-dir,147.8
Lyon-Bucharest,1675.630806120511,Lyo-Buc-dir,147.8
Lyon-Malmö,1233.9918184239546,Lyo-Mal-dir,142.8
Lyon-Nantes,517.8617097340265,Lyo-Nan-dir,139.9
Lyon-The Hague,702.6955697278187,Lyo-The-dir,138.7
Lyon-Bremen,862.0057554058185,Lyo-Bre-dir,137.9
Lyon-Bonn,575.0317194304903,Lyo-Bon-dir,132.4
Lyon-Dresden,882.4592288660302,Lyo-Dre-dir,131.8
Lyon-Bologna,531.1879837595121,Lyo-Bol-dir,130.9
Lyon-London,734.4503539378654,Lyo-Lon-dir,890.5
Lyon-Valencia,819.8217231097824,Lyo-Val-dir,147.9
Lyon-Naples,942.2390822399235,Lyo-Nap-dir,149.1
Lyon-Dublin,1161.296686481289,Lyo-Dub-dir,248.0
Lyon-Athens,1785.09160781519,Lyo-Ath-dir,170.7
Lyon-Barcelona,532.5061247728357,Lyo-Bar-dir,260.2
Lyon-Gothenburg,1415.0017661771574,Lyo-Got-dir,168.0
Lyon-Nuremburg,622.3980140462373,Lyo-Nur-dir,154.7
Lyon-Braunschweig,832.9483581925407,Lyo-Bra-dir,147.6
Lyon-Hanover,816.6271574987671,Lyo-Han-dir,145.8
Lyon-Antwerp,606.5737491884119,Lyo-Ant-dir,142.4
Lyon-Brescia,420.3123660737709,Lyo-Bre-dir,132.1
Düsseldorf-Warsaw,987.2590417432511,Düs-War-dir,171.2
Düsseldorf-Rotterdam,177.6529288045174,Düs-Rot-dir,168.2
Düsseldorf-Prague,557.6099732158697,Düs-Pra-dir,167.9
Düsseldorf-Lille,267.7649105985877,Düs-Lil-dir,167.8
Düsseldorf-Turin,686.7914051742167,Düs-Tur-dir,162.0
Düsseldorf-Utrecht,150.9207300701899,Düs-Utr-dir,158.2
Düsseldorf-Budapest,983.022246517487,Düs-Bud-dir,155.7
Düsseldorf-Toulouse,935.0910819580619,Düs-Tou-dir,145.3
Düsseldorf-Bordeaux,895.741189341683,Düs-Bor-dir,145.3
Düsseldorf-Bucharest,1624.4696337016853,Düs-Buc-dir,145.3
Düsseldorf-Malmö,638.8421079538623,Düs-Mal-dir,140.3
Düsseldorf-Nantes,754.7195385203343,Düs-Nan-dir,137.4
Düsseldorf-The Hague,198.29799793645196,Düs-The-dir,136.2
Düsseldorf-Bremen,248.84305547932897,Düs-Bre-dir,135.4
Düsseldorf-Bonn,59.473844713754964,Düs-Bon-dir,129.9
Düsseldorf-Dresden,488.04062413646164,Düs-Dre-dir,129.3
Düsseldorf-Bologna,820.9975400747363,Düs-Bol-dir,128.4
Düsseldorf-London,481.31765256106513,Düs-Lon-dir,888.0
Düsseldorf-Valencia,1419.9060075957634,Düs-Val-dir,145.4
Düsseldorf-Naples,1289.5936364503984,Düs-Nap-dir,146.6
Düsseldorf-Dublin,919.8157099507032,Düs-Dub-dir,245.5
Düsseldorf-Athens,1983.8464640298353,Düs-Ath-dir,168.2
Düsseldorf-Barcelona,1148.739214097016,Düs-Bar-dir,257.7
Düsseldorf-Gothenburg,796.3807798698164,Düs-Got-dir,165.5
Düsseldorf-Nuremburg,362.1460948128177,Düs-Nur-dir,152.2
Düsseldorf-Braunschweig,283.08662853082427,Düs-Bra-dir,145.1
Düsseldorf-Hanover,240.90490426703255,Düs-Han-dir,143.3
Düsseldorf-Antwerp,166.09932137610275,Düs-Ant-dir,139.9
Düsseldorf-Brescia,680.5241006142008,Düs-Bre-dir,129.6
Warsaw-Rotterdam,1130.5032903357644,War-Rot-dir,166.8
Warsaw-Prague,516.4122231271565,War-Pra-dir,166.5
Warsaw-Lille,1255.0239508262391,War-Lil-dir,166.4
Warsaw-Turin,1262.1670452706348,War-Tur-dir,160.6
Warsaw-Utrecht,1084.141079886672,War-Utr-dir,156.8
Warsaw-Budapest,545.9397458681193,War-Bud-dir,154.3
Warsaw-Toulouse,1738.9842338203,War-Tou-dir,143.9
Warsaw-Bordeaux,1784.5841953835102,War-Bor-dir,143.9
Warsaw-Bucharest,947.2518794955888,War-Buc-dir,143.9
Warsaw-Malmö,640.7466795981103,War-Mal-dir,138.9
Warsaw-Nantes,1713.9014603108383,War-Nan-dir,136.0
Warsaw-The Hague,1142.2134946746253,War-The-dir,134.8
Warsaw-Bremen,829.3522910944467,War-Bre-dir,134.0
Warsaw-Bonn,980.0690000719727,War-Bon-dir,128.5
Warsaw-Dresden,518.9132994717497,War-Dre-dir,127.9
Warsaw-Bologna,1118.227471919117,War-Bol-dir,127.0
Warsaw-London,1451.236755208056,War-Lon-dir,886.6
Warsaw-Valencia,2170.2261311820444,War-Val-dir,144.0
Warsaw-Naples,1365.6490542705067,War-Nap-dir,145.2
Warsaw-Dublin,1831.6739470827645,War-Dub-dir,244.1
Warsaw-Athens,1599.8521898452434,War-Ath-dir,166.8
Warsaw-Barcelona,1867.7419677054468,War-Bar-dir,256.3
Warsaw-Gothenburg,836.987097597324,War-Got-dir,164.1
Warsaw-Nuremburg,764.6122415642461,War-Nur-dir,150.8
Warsaw-Braunschweig,715.0512282176834,War-Bra-dir,143.7
Warsaw-Hanover,767.4216372660422,War-Han-dir,141.9
Warsaw-Antwerp,1149.638779925724,War-Ant-dir,138.5
Warsaw-Brescia,1085.2578160917242,War-Bre-dir,128.2
Rotterdam-Prague,729.4368544478392,Rot-Pra-dir,163.5
Rotterdam-Lille,171.75523004768053,Rot-Lil-dir,163.4
Rotterdam-Turin,797.1184273333988,Rot-Tur-dir,157.6
Rotterdam-Utrecht,48.34543023202839,Rot-Utr-dir,153.8
Rotterdam-Budapest,1159.586458284552,Rot-Bud-dir,151.3
Rotterdam-Toulouse,950.1537703604738,Rot-Tou-dir,140.9
Rotterdam-Bordeaux,870.8756506671706,Rot-Bor-dir,140.9
Rotterdam-Bucharest,1800.97543171133,Rot-Buc-dir,140.9
Rotterdam-Malmö,695.3058367137716,Rot-Mal-dir,135.9
Rotterdam-Nantes,683.0924448805656,Rot-Nan-dir,133.0
Rotterdam-The Hague,22.66557176975515,Rot-The-dir,131.8
Rotterdam-Bremen,320.4782513839578,Rot-Bre-dir,131.0
Rotterdam-Bonn,225.2976379133077,Rot-Bon-dir,125.5
Rotterdam-Dresden,650.8527514837523,Rot-Dre-dir,124.9
Rotterdam-Bologna,969.1122684827541,Rot-Bol-dir,124.0
Rotterdam-London,320.88227862864517,Rot-Lon-dir,883.6
Rotterdam-Valencia,1434.1878145877122,Rot-Val-dir,141.0
Rotterdam-Naples,1441.128303114319,Rot-Nap-dir,142.2
Rotterdam-Dublin,743.7751180691683,Rot-Dub-dir,241.1
Rotterdam-Athens,2156.4217721363066,Rot-Ath-dir,163.8
Rotterdam-Barcelona,1184.0180201242345,Rot-Bar-dir,253.3
Rotterdam-Gothenburg,803.5201394309695,Rot-Got-dir,161.1
Rotterdam-Nuremburg,539.4965847859244,Rot-Nur-dir,147.8
Rotterdam-Braunschweig,415.50151994878314,Rot-Bra-dir,140.7
Rotterdam-Hanover,363.30229752414965,Rot-Han-dir,138.9
Rotterdam-Antwerp,78.3313483125931,Rot-Ant-dir,135.5
